"epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq"
"Aortic coarctation-hypoplasia repair by resection & extended end to end anastomosis,","12.18.10",,,,,"Coarctation repair, End to end, Extended","Ventriculo-arterial valvar and great arterial procedures",69
"Aortic coarctation-hypoplasia repair by resection & insertion of tube graft,","12.18.15",,,,,"Coarctation repair, Interposition graft","Ventriculo-arterial valvar and great arterial procedures",70
"Interrupted aortic arch repair,","12.21.00",,,,,"Interrupted aortic arch repair","Ventriculo-arterial valvar and great arterial procedures",71
"Arterial duct-ligament procedure,","12.24.00",,,,,"Cardiac procedure, Other","Ventriculo-arterial valvar and great arterial procedures",72
"Arterial duct (PDA) closure,","12.24.10",,,,,"PDA closure","Ventriculo-arterial valvar and great arterial procedures",73
"Patent arterial duct (PDA) closure: surgical,","12.24.20",,,,,"PDA closure, Surgical","Ventriculo-arterial valvar and great arterial procedures",74
"Fallot, double outlet ventricle and transposition procedures",,,,,,,"Fallot, double outlet ventricle and transposition procedures",1
"Tetralogy of Fallot repair,","12.26.01",,,,,"TOF repair","Fallot, double outlet ventricle and transposition procedures",2
"Tetralogy of Fallot repair with transannular patch,","12.26.13",,,,,"TOF repair, Ventriculotomy, Transanular patch","Fallot, double outlet ventricle and transposition procedures",3
"Tetralogy of Fallot repair without transannular patch,","12.26.20",,,,,"TOF repair, Ventriculotomy, Nontransanular patch","Fallot, double outlet ventricle and transposition procedures",4
"Right ventricle to pulmonary arterial tree conduit construction,","12.36.01",,,,,"Conduit placement, RV to PA","Fallot, double outlet ventricle and transposition procedures",5
"Double outlet right ventricle with subaortic or doubly committed ventricular septal defect (VSD) & pulmonary stenosis (Fallot-type) repair,","12.27.01",,,,,"DORV repair","Fallot, double outlet ventricle and transposition procedures",6
"Pulmonary atresia & ventricular septal defect (VSD) (including Fallot-type) repair,","12.28.01",,,,,"Pulmonary atresia: VSD (including TOF, PA) repair","Fallot, double outlet ventricle and transposition procedures",7
"Pulmonary atresia, ventricular septal defect (VSD) & systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) repair,","12.28.11",,,,,"Pulmonary atresia: VSD: MAPCA (pseudotruncus) repair","Fallot, double outlet ventricle and transposition procedures",8
"Absent pulmonary valve syndrome (Fallot type) repair,","12.26.21",,,,,"TOF- Absent pulmonary valve repair","Fallot, double outlet ventricle and transposition procedures",9
"Systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) occlusion,","12.25.18",,,,,"Occlusion MAPCA(s)","Fallot, double outlet ventricle and transposition procedures",10
"Systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) unifocalisation procedure,","12.25.00",,,,,"Unifocalization MAPCA(s)","Fallot, double outlet ventricle and transposition procedures",11
"Arterial switch procedure,","12.29.21",,,,,"Arterial switch operation (ASO)","Fallot, double outlet ventricle and transposition procedures",12
"Senning procedure (atrial inversion),","12.29.01",,,,,"Senning","Fallot, double outlet ventricle and transposition procedures",13
"Mustard procedure (atrial inversion),","12.29.02",,,,,"Mustard","Fallot, double outlet ventricle and transposition procedures",14
"Atrial inversion procedure (Mustard or Senning) revision,","12.29.79",,,,,"Atrial baffle procedure, Mustard or Senning revision","Fallot, double outlet ventricle and transposition procedures",15
"Rastelli procedure: intraventricular left ventricle to aorta tunnel & right ventricle to pulmonary artery conduit,","12.29.11",,,,,"Rastelli","Fallot, double outlet ventricle and transposition procedures",16
"REV procedure: intraventricular left ventricle to aorta tunnel with infundibular septum resection & direct right ventricle to pulmonary trunk anastomosis,","12.27.45",,,,,"REV","Fallot, double outlet ventricle and transposition procedures",17
"Complex transposition of great arteries repair,","12.29.40",,,,,"TGA, Other procedures (Nikaido, Kawashima, LV-PA conduit, other)","Fallot, double outlet ventricle and transposition procedures",18
"Aortic root translocation to over left ventricle (including Nikaidoh),","12.27.78",,,,,"Aortic root translocation over left ventricle (Including Nikaidoh procedure)","Fallot, double outlet ventricle and transposition procedures",19
"Double outlet right ventricle repair,","12.29.20",,,,,"DORV repair","Fallot, double outlet ventricle and transposition procedures",20
"Double outlet right ventricle repair with intraventricular tunnel,","12.27.02",,,,,"DORV, Intraventricular tunnel repair","Fallot, double outlet ventricle and transposition procedures",21
"Congenitally corrected transposition of great arteries repair,","12.27.46",,,,,"Congenitally corrected TGA repair","Fallot, double outlet ventricle and transposition procedures",22
"Arterial switch & atrial inversion procedures ('double switch'),","12.29.25",,,,,"Congenitally corrected TGA repair, Atrial Switch and ASO (Double Switch)","Fallot, double outlet ventricle and transposition procedures",23
"Atrial inversion and Rastelli procedures,","12.29.26",,,,,"Congenitally corrected TGA repair, Atrial Switch and Rastelli","Fallot, double outlet ventricle and transposition procedures",24
"Double outlet left ventricle repair,","12.27.50",,,,,"DOLV repair","Fallot, double outlet ventricle and transposition procedures",25
"Procedures for functionally univentricular heart",,,,,,,"Procedures for functionally univentricular heart",1
"Bidirectional superior cavopulmonary (Glenn) anastomosis,","12.31.11",,,,,"Bidirectional cavopulmonary anastomosis (BDCPA) (bidirectional Glenn)","Procedures for functionally univentricular heart",2
"Bilateral bidirectional superior cavopulmonary (Glenn) anastomoses,","12.31.44",,,,,"bidirectional Glenn)","Procedures for functionally univentricular heart",3
"Unidirectional superior cavopulmonary (Glenn) anastomosis,","12.31.45",,,,,"Glenn (Unidirectional cavopulmonary anastomosis) (unidirectional Glenn)","Procedures for functionally univentricular heart",4
"Hemi-Fontan procedure,","12.31.15",,,,,"Hemifontan","Procedures for functionally univentricular heart",5
"Superior caval vein to pulmonary artery anastomosis,","12.31.72",,,,,"Cardiac procedure, Other","Procedures for functionally univentricular heart",6
"Fontan type procedure,","12.30.01",,,,,"Fontan","Procedures for functionally univentricular heart",7
"Total cavopulmonary connection (TCPC),","12.30.50",,,,,"Fontan","Procedures for functionally univentricular heart",8
"Total cavopulmonary connection (TCPC) using extracardiac inferior caval vein (IVC)-pulmonary artery conduit,","12.30.54",,,,,"Fontan, TCPC, External conduit","Procedures for functionally univentricular heart",9
"Total cavopulmonary connection (TCPC) using extracardiac inferior caval vein (IVC)-pulmonary artery conduit with fenestration,","12.30.05",,,,,"Fontan, TCPC, External conduit, Fenestrated","Procedures for functionally univentricular heart",10
"Total cavopulmonary conn (TCPC) with lateral atrial tunnel,","12.30.51",,,,,"Fontan, TCPC, Lateral tunnel","Procedures for functionally univentricular heart",11
"Total cavopulmonary connection (TCPC) with fenestrated lateral atrial tunnel,","12.30.06",,,,,"Fontan, TCPC, Lateral tunnel, Fenestrated","Procedures for functionally univentricular heart",12
"Fontan procedure with direct atriopulmonary anastomosis,","12.30.32",,,,,"Fontan, Atrio-pulmonary connection","Procedures for functionally univentricular heart",13
"Fontan procedure with atrioventricular connection,","12.30.13",,,,,"Fontan, Atrio-ventricular connection","Procedures for functionally univentricular heart",14
"Fenestration of Fontan type connection,","12.30.27",,,,,"Fontan, Other","Procedures for functionally univentricular heart",15
"Fontan-type connection without fenestration,","12.30.28",,,,,"Fontan, Other","Procedures for functionally univentricular heart",16
"Fontan type procedure revision or conversion,","12.30.37",,,,,"Fontan revision or conversion (Re-do Fontan)","Procedures for functionally univentricular heart",17
"Conversion of Fontan repair to total cavopulmonary connection,","12.30.34",,,,,"Fontan revision or conversion (Re-do Fontan)","Procedures for functionally univentricular heart",18
"Takedown of Fontan type procedure,","12.30.31",,,,,"Fontan, Other","Procedures for functionally univentricular heart",19
"Takedown of total cavopulmonary connection (TCPC),","12.30.56",,,,,"Fontan, Other","Procedures for functionally univentricular heart",20
"Takedown of Glenn,","12.31.42",,,,,"Cardiac procedure, Other","Procedures for functionally univentricular heart",21
"Damus-Kaye-Stansel type procedure: pulmonary trunk to aorta end/side anastomosis,","12.09.03",,,,,"reconstruction)","Procedures for functionally univentricular heart",22
"Norwood type procedure,","12.10.00",,,,,"Norwood procedure","Procedures for functionally univentricular heart",23
"Hypoplastic left heart biventricular repair,","12.10.05",,,,,"HLHS biventricular repair","Procedures for functionally univentricular heart",24
"Ventricular septation procedure,","12.09.01",,,,,"Ventricular septation","Procedures for functionally univentricular heart",25
"Shunt and conduit procedures",,,,,,,"Shunt and conduit procedures",1
"Systemic-to-pulmonary arterial shunt procedure,","12.31.30",,,,,"Shunt, Systemic to pulmonary","Shunt and conduit procedures",2
"Modified Blalock interposition shunt,","12.31.46",,,,,"Shunt, Systemic to pulmonary, Modified Blalock-Taussig Shunt (MBTS)","Shunt and conduit procedures",3
"Modified right Blalock interposition shunt,","12.31.03",,,,,"Shunt, Systemic to pulmonary, Modified Blalock-Taussig Shunt (MBTS)","Shunt and conduit procedures",4
"Modified left Blalock interposition shunt,","12.31.04",,,,,"Shunt, Systemic to pulmonary, Modified Blalock-Taussig Shunt (MBTS)","Shunt and conduit procedures",5
"Waterston (ascending aorta-right pulmonary artery) anastomosis,","12.31.05",,,,,"Shunt, Systemic to pulmonary, Other","Shunt and conduit procedures",6
"Central systemic-to-pulmonary arterial interposition shunt,","12.31.06",,,,,"Shunt, Systemic to pulmonary, Central (from aorta or to main pulmonary artery)","Shunt and conduit procedures",7
"Closure of systemic-to-pulmonary arterial shunt,","12.31.31",,,,,"Shunt, Ligation and takedown","Shunt and conduit procedures",8
"Conduit construction procedure,","12.36.00",,,,,"Conduit placement, Other","Shunt and conduit procedures",9
"Right ventricle to pulmonary arterial tree conduit construction,","12.36.01",,,,,"Conduit placement, RV to PA","Shunt and conduit procedures",10
"Right ventricle to pulmonary artery valveless conduit construction (Japanese modification: 'Sano'),","12.06.43",,,,,"Conduit placement, RV to PA","Shunt and conduit procedures",11
"Left ventricle to pulmonary artery conduit construction,","12.36.02",,,,,"Conduit placement, LV to PA","Shunt and conduit procedures",12
"Ventricle to aorta conduit construction,","12.36.35",,,,,"Conduit placement, Ventricle to aorta","Shunt and conduit procedures",13
"Procedure involving constructed cardiac conduit-shunt,","12.36.40",,,,,"Conduit reoperation","Shunt and conduit procedures",14
"Replacement of cardiac conduit,","12.36.10",,,,,"Conduit reoperation","Shunt and conduit procedures",15
"Coronary arterial surgical and transluminal procedures",,,,,,,"Coronary arterial surgical and transluminal procedures",1
"Anomalous coronary artery (eg ALCAPA) repair,","12.23.00",,,,,"Anomalous origin of coronary artery from pulmonary artery repair","Coronary arterial surgical and transluminal procedures",2
"Anomalous aortic origin of coronary artery repair,","12.23.80",,,,,"Anomalous aortic origin of coronary artery from aorta (AAOCA) repair","Coronary arterial surgical and transluminal procedures",3
"Coronary fistula procedure,","12.23.07",,,,,"Coronary artery procedure, Other","Coronary arterial surgical and transluminal procedures",4
"Ligation of coronary fistula,","12.23.11",,,,,"Coronary artery fistula ligation","Coronary arterial surgical and transluminal procedures",5
"Coronary arterial bypass graft (CABG) procedure,","12.23.08",,,,,"Coronary artery bypass","Coronary arterial surgical and transluminal procedures",6
"Coronary arterial procedure,","12.23.09",,,,,"Coronary artery procedure, Other","Coronary arterial surgical and transluminal procedures",7
"Coronary arterial fistula transluminal occlusion,","12.23.13",,,,,"Coil embolisation","Coronary arterial surgical and transluminal procedures",8
"Transluminal intracoronary injection of thrombolytic agent,","12.23.30",,,,,"Cardiac procedure, Other","Coronary arterial surgical and transluminal procedures",9
"Transluminal balloon coronary angioplasty (PTCA),","12.23.31",,,,,"Balloon dilation","Coronary arterial surgical and transluminal procedures",10
"Transluminal coronary stent implantation,","12.23.38",,,,,"Stent placement","Coronary arterial surgical and transluminal procedures",11
"Transluminal chemical occlusion of coronary artery,","12.23.42",,,,,"Cardiac procedure, Other","Coronary arterial surgical and transluminal procedures",12
"Left ventricular outflow tract obstruction relief by transcatheter coronary chemical ablation,","12.07.19",,,,,"Cardiac procedure, Other","Coronary arterial surgical and transluminal procedures",13
"Arrhythmia, transplant and miscellaneous cardiac operations",,,,,,,"Arrhythmia, transplant and miscellaneous cardiac operations",1
"DC cardioversion,","12.32.14",,,,,"Cardiac procedure, Other","Arrhythmia, transplant and miscellaneous cardiac operations",2
"Pacing to abolish arrhythmia,","12.35.60",,,,,"Cardiac procedure, Other","Arrhythmia, transplant and miscellaneous cardiac operations",3
"Pacemaker system placement: temporary,","12.34.60",,,,,"Pacemaker procedure","Arrhythmia, transplant and miscellaneous cardiac operations",4
