"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"N77.1","Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere","N77.1","Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",9226,1,1
"N77.8","Vulvovaginal ulceration and inflammation in other diseases classified elsewhere","N77.8","Vulvovaginal ulceration and inflammation in other diseases classified elsewhere",9227,1,1
"N80.0","Endometriosis of uterus","N80.0","Endometriosis of uterus",9228,1,1
"N80.1","Endometriosis of ovary","N80.1","Endometriosis of ovary",9229,1,1
"N80.2","Endometriosis of fallopian tube","N80.2","Endometriosis of fallopian tube",9230,1,1
"N80.3","Endometriosis of pelvic peritoneum","N80.3","Endometriosis of pelvic peritoneum",9231,1,1
"N80.4","Endometriosis of rectovaginal septum and vagina","N80.4","Endometriosis of rectovaginal septum and vagina",9232,1,1
"N80.5","Endometriosis of intestine","N80.5","Endometriosis of intestine",9233,1,1
"N80.6","Endometriosis in cutaneous scar","N80.6","Endometriosis in cutaneous scar",9234,1,1
"N80.8","Other endometriosis","N80.8","Other endometriosis",9235,1,1
"N80.9","Endometriosis, unspecified","N80.9","Endometriosis, unspecified",9236,1,1
"N81.0","Female urethrocele","N81.0","Female urethrocele",9237,1,1
"N81.1","Cystocele","N81.1","Cystocele",9238,1,1
"N81.2","Incomplete uterovaginal prolapse","N81.2","Incomplete uterovaginal prolapse",9239,1,1
"N81.3","Complete uterovaginal prolapse","N81.3","Complete uterovaginal prolapse",9240,1,1
"N81.4","Uterovaginal prolapse, unspecified","N81.4","Uterovaginal prolapse, unspecified",9241,1,1
"N81.5","Vaginal enterocele","N81.5","Vaginal enterocele",9242,1,1
"N81.6","Rectocele","N81.6","Rectocele",9243,1,1
"N81.8","Other female genital prolapse","N81.8","Other female genital prolapse",9244,1,1
"N81.9","Female genital prolapse, unspecified","N81.9","Female genital prolapse, unspecified",9245,1,1
"N82.0","Vesicovaginal fistula","N82.0","Vesicovaginal fistula",9246,1,1
"N82.1","Other female urinary-genital tract fistulae","N82.1","Other female urinary-genital tract fistulae",9247,1,1
"N82.2","Fistula of vagina to small intestine","N82.2","Fistula of vagina to small intestine",9248,1,1
"N82.3","Fistula of vagina to large intestine","N82.3","Fistula of vagina to large intestine",9249,1,1
"N82.4","Other female intestinal-genital tract fistulae","N82.4","Other female intestinal-genital tract fistulae",9250,1,1
"N82.5","Female genital tract-skin fistulae","N82.5","Female genital tract-skin fistulae",9251,1,1
"N82.8","Other female genital tract fistulae","N82.8","Other female genital tract fistulae",9252,1,1
"N82.9","Female genital tract fistula, unspecified","N82.9","Female genital tract fistula, unspecified",9253,1,1
"N83.0","Follicular cyst of ovary","N83.0","Follicular cyst of ovary",9254,1,1
"N83.1","Corpus luteum cyst","N83.1","Corpus luteum cyst",9255,1,1
"N83.2","Other and unspecified ovarian cysts","N83.2","Other and unspecified ovarian cysts",9256,1,1
"N83.3","Acquired atrophy of ovary and fallopian tube","N83.3","Acquired atrophy of ovary and fallopian tube",9257,1,1
"N83.4","Prolapse and hernia of ovary and fallopian tube","N83.4","Prolapse and hernia of ovary and fallopian tube",9258,1,1
"N83.5","Torsion of ovary, ovarian pedicle and fallopian tube","N83.5","Torsion of ovary, ovarian pedicle and fallopian tube",9259,1,1
"N83.6","Haematosalpinx","N83.6","Haematosalpinx",9260,1,1
"N83.7","Haematoma of broad ligament","N83.7","Haematoma of broad ligament",9261,1,1
"N83.8","Other noninflammatory disorders of ovary, fallopian tube and broad ligament","N83.8","Other noninflammatory disorders of ovary, fallopian tube and broad ligament",9262,1,1
"N83.9","Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified","N83.9","Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",9263,1,1
"N84.0","Polyp of corpus uteri","N84.0","Polyp of corpus uteri",9264,1,1
"N84.1","Polyp of cervix uteri","N84.1","Polyp of cervix uteri",9265,1,1
"N84.2","Polyp of vagina","N84.2","Polyp of vagina",9266,1,1
"N84.3","Polyp of vulva","N84.3","Polyp of vulva",9267,1,1
"N84.8","Polyp of other parts of female genital tract","N84.8","Polyp of other parts of female genital tract",9268,1,1
"N84.9","Polyp of female genital tract, unspecified","N84.9","Polyp of female genital tract, unspecified",9269,1,1
"N85.0","Endometrial glandular hyperplasia","N85.0","Endometrial glandular hyperplasia",9270,1,1
"N85.1","Endometrial adenomatous hyperplasia","N85.1","Endometrial adenomatous hyperplasia",9271,1,1
"N85.2","Hypertrophy of uterus","N85.2","Hypertrophy of uterus",9272,1,1
"N85.3","Subinvolution of uterus","N85.3","Subinvolution of uterus",9273,1,1
"N85.4","Malposition of uterus","N85.4","Malposition of uterus",9274,1,1
"N85.5","Inversion of uterus","N85.5","Inversion of uterus",9275,1,1
"N85.6","Intrauterine synechiae","N85.6","Intrauterine synechiae",9276,1,1
"N85.7","Haematometra","N85.7","Haematometra",9277,1,1
"N85.8","Other specified noninflammatory disorders of uterus","N85.8","Other specified noninflammatory disorders of uterus",9278,1,1
"N85.9","Noninflammatory disorder of uterus, unspecified","N85.9","Noninflammatory disorder of uterus, unspecified",9279,1,1
"N86","Erosion and ectropion of cervix uteri","N86","Erosion and ectropion of cervix uteri",9280,1,1
"N87.0","Mild cervical dysplasia","N87.0","Mild cervical dysplasia",9281,1,1
"N87.1","Moderate cervical dysplasia","N87.1","Moderate cervical dysplasia",9282,1,1
"N87.2","Severe cervical dysplasia, not elsewhere classified","N87.2","Severe cervical dysplasia, not elsewhere classified",9283,1,1
"N87.9","Dysplasia of cervix uteri, unspecified","N87.9","Dysplasia of cervix uteri, unspecified",9284,1,1
"N88.0","Leukoplakia of cervix uteri","N88.0","Leukoplakia of cervix uteri",9285,1,1
"N88.1","Old laceration of cervix uteri","N88.1","Old laceration of cervix uteri",9286,1,1
"N88.2","Stricture and stenosis of cervix uteri","N88.2","Stricture and stenosis of cervix uteri",9287,1,1
"N88.3","Incompetence of cervix uteri","N88.3","Incompetence of cervix uteri",9288,1,1
"N88.4","Hypertrophic elongation of cervix uteri","N88.4","Hypertrophic elongation of cervix uteri",9289,1,1
"N88.8","Other specified noninflammatory disorders of cervix uteri","N88.8","Other specified noninflammatory disorders of cervix uteri",9290,1,1
"N88.9","Noninflammatory disorder of cervix uteri, unspecified","N88.9","Noninflammatory disorder of cervix uteri, unspecified",9291,1,1
"N89.0","Mild vaginal dysplasia","N89.0","Mild vaginal dysplasia",9292,1,1
"N89.1","Moderate vaginal dysplasia","N89.1","Moderate vaginal dysplasia",9293,1,1
"N89.2","Severe vaginal dysplasia, not elsewhere classified","N89.2","Severe vaginal dysplasia, not elsewhere classified",9294,1,1
"N89.3","Dysplasia of vagina, unspecified","N89.3","Dysplasia of vagina, unspecified",9295,1,1
"N89.4","Leukoplakia of vagina","N89.4","Leukoplakia of vagina",9296,1,1
"N89.5","Stricture and atresia of vagina","N89.5","Stricture and atresia of vagina",9297,1,1
"N89.6","Tight hymenal ring","N89.6","Tight hymenal ring",9298,1,1
"N89.7","Haematocolpos","N89.7","Haematocolpos",9299,1,1
"N89.8","Other specified noninflammatory disorders of vagina","N89.8","Other specified noninflammatory disorders of vagina",9300,1,1
"N89.9","Noninflammatory disorder of vagina, unspecified","N89.9","Noninflammatory disorder of vagina, unspecified",9301,1,1
"N90.0","Mild vulvar dysplasia","D28.0","Benign neoplasm of vulva",9302,1,1
"N90.1","Moderate vulvar dysplasia","D07.1","Carcinoma in situ of vulva",9303,1,1
"N90.2","Severe vulvar dysplasia, not elsewhere classified","D07.1","Carcinoma in situ of vulva",9304,1,1
"N90.3","Dysplasia of vulva, unspecified","N90.3","Dysplasia of vulva, unspecified",9305,1,1
"N90.4","Leukoplakia of vulva","N90.4","Leukoplakia of vulva",9306,1,1
"N90.5","Atrophy of vulva","N90.5","Atrophy of vulva",9307,1,1
"N90.6","Hypertrophy of vulva","N90.6","Hypertrophy of vulva",9308,1,1
"N90.7","Vulvar cyst","N90.7","Vulvar cyst",9309,1,1
"N90.8","Other specified noninflammatory disorders of vulva and perineum","N90.8","Other specified noninflammatory disorders of vulva and perineum",9310,1,1
"N90.9","Noninflammatory disorder of vulva and perineum, unspecified","N90.9","Noninflammatory disorder of vulva and perineum, unspecified",9311,1,1
"N91.0","Primary amenorrhoea","N91.0","Primary amenorrhoea",9312,1,1
"N91.1","Secondary amenorrhoea","N91.1","Secondary amenorrhoea",9313,1,1
"N91.2","Amenorrhoea, unspecified","N91.2","Amenorrhoea, unspecified",9314,1,1
"N91.3","Primary oligomenorrhoea","N91.3","Primary oligomenorrhoea",9315,1,1
"N91.4","Secondary oligomenorrhoea","N91.4","Secondary oligomenorrhoea",9316,1,1
"N91.5","Oligomenorrhoea, unspecified","N91.5","Oligomenorrhoea, unspecified",9317,1,1
"N92.0","Excessive and frequent menstruation with regular cycle","N92.0","Excessive and frequent menstruation with regular cycle",9318,1,1
"N92.1","Excessive and frequent menstruation with irregular cycle","N92.1","Excessive and frequent menstruation with irregular cycle",9319,1,1
"N92.2","Excessive menstruation at puberty","N92.2","Excessive menstruation at puberty",9320,1,1
"N92.3","Ovulation bleeding","N92.3","Ovulation bleeding",9321,1,1
"N92.4","Excessive bleeding in the premenopausal period","N92.4","Excessive bleeding in the premenopausal period",9322,1,1
"N92.5","Other specified irregular menstruation","N92.5","Other specified irregular menstruation",9323,1,1
"N92.6","Irregular menstruation, unspecified","N92.6","Irregular menstruation, unspecified",9324,1,1
"N93.0","Postcoital and contact bleeding","N93.0","Postcoital and contact bleeding",9325,1,1
"N93.8","Other specified abnormal uterine and vaginal bleeding","N93.8","Other specified abnormal uterine and vaginal bleeding",9326,1,1
"N93.9","Abnormal uterine and vaginal bleeding, unspecified","N93.9","Abnormal uterine and vaginal bleeding, unspecified",9327,1,1
"N94.0","Mittelschmerz","N94.0","Mittelschmerz",9328,1,1
"N94.1","Dyspareunia","N94.1","Dyspareunia",9329,1,1
"N94.2","Vaginismus","N94.2","Vaginismus",9330,1,1
"N94.3","Premenstrual tension syndrome","N94.3","Premenstrual tension syndrome",9331,1,1
"N94.4","Primary dysmenorrhoea","N94.4","Primary dysmenorrhoea",9332,1,1
"N94.5","Secondary dysmenorrhoea","N94.5","Secondary dysmenorrhoea",9333,1,1
"N94.6","Dysmenorrhoea, unspecified","N94.6","Dysmenorrhoea, unspecified",9334,1,1
"N94.8","Other specified conditions associated with female genital organs and menstrual cycle","N94.8","Other specified conditions associated with female genital organs and menstrual cycle",9335,1,1
"N94.9","Unspecified condition associated with female genital organs and menstrual cycle","N94.9","Unspecified condition associated with female genital organs and menstrual cycle",9336,1,1
"N95.0","Postmenopausal bleeding","N95.0","Postmenopausal bleeding",9337,1,1
"N95.1","Menopausal and female climacteric states","N95.1","Menopausal and female climacteric states",9338,1,1
"N95.2","Postmenopausal atrophic vaginitis","N95.2","Postmenopausal atrophic vaginitis",9339,1,1
"N95.3","States associated with artificial menopause","N95.3","States associated with artificial menopause",9340,1,1
"N95.8","Other specified menopausal and perimenopausal disorders","N95.8","Other specified menopausal and perimenopausal disorders",9341,1,1
"N95.9","Menopausal and perimenopausal disorder, unspecified","N95.9","Menopausal and perimenopausal disorder, unspecified",9342,1,1
"N96","Habitual aborter","N96","Habitual aborter",9343,1,1
"N97.0","Female infertility associated with anovulation","N97.0","Female infertility associated with anovulation",9344,1,1
"N97.1","Female infertility of tubal origin","N97.1","Female infertility of tubal origin",9345,1,1
"N97.2","Female infertility of uterine origin","N97.2","Female infertility of uterine origin",9346,1,1
"N97.3","Female infertility of cervical origin","N97.3","Female infertility of cervical origin",9347,1,1
"N97.4","Female infertility associated with male factors","N97.4","Female infertility associated with male factors",9348,1,1
"N97.8","Female infertility of other origin","N97.8","Female infertility of other origin",9349,1,1
"N97.9","Female infertility, unspecified","N97.9","Female infertility, unspecified",9350,1,1
"N98.0","Infection associated with artificial insemination","N98.0","Infection associated with artificial insemination",9351,1,1
"N98.1","Hyperstimulation of ovaries","N98.1","Hyperstimulation of ovaries",9352,1,1
"N98.2","Complications of attempted introduction of fertilized ovum following in vitro fertilization","N98.2","Complications of attempted introduction of fertilised ovum following in vitro fertilisation",9353,1,1
"N98.3","Complications of attempted introduction of embryo in embryo transfer","N98.3","Complications of attempted introduction of embryo in embryo transfer",9354,1,1
"N98.8","Other complications associated with artificial fertilization","N98.8","Other complications associated with artificial fertilisation",9355,1,1
"N98.9","Complication associated with artificial fertilization, unspecified","N98.9","Complication associated with artificial fertilisation, unspecified",9356,1,1
"N99.0","Postprocedural renal failure","N99.89","Other intraoperative and postprocedural disorder of genitourinary system",9357,1,7
"N99.0","Postprocedural renal failure","N19","Unspecified kidney failure",9358,2,7
"N99.0","Postprocedural renal failure","N17.0","Acute kidney failure with tubular necrosis",9359,3,7
"N99.0","Postprocedural renal failure","N17.1","Acute kidney failure with acute cortical necrosis",9360,4,7
"N99.0","Postprocedural renal failure","N17.2","Acute kidney failure with medullary necrosis",9361,5,7
"N99.0","Postprocedural renal failure","N17.8","Other acute kidney failure",9362,6,7
"N99.0","Postprocedural renal failure","N17.9","Acute kidney failure, unspecified",9363,7,7
"N99.1","Postprocedural urethral stricture","N99.1","Postprocedural urethral stricture",9364,1,1
"N99.2","Postoperative adhesions of vagina","N99.2","Postprocedural adhesions of vagina",9365,1,1
"N99.3","Prolapse of vaginal vault after hysterectomy","N99.3","Prolapse of vaginal vault after hysterectomy",9366,1,1
"N99.4","Postprocedural pelvic peritoneal adhesions","N99.4","Postprocedural pelvic peritoneal adhesions",9367,1,1
"N99.5","Malfunction of external stoma of urinary tract","N99.59","Malfunction of stoma of urinary tract, not elsewhere classified",9368,1,4
