"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"6948","M54.2","Cervicalgia",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6949","M54.3","Sciatica",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6950","M54.4","Lumbago with sciatica",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6951","M54.5","Low back pain",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6952","M54.6","Pain in thoracic spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6953","M54.80","Other dorsalgia, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6954","M54.81","Other dorsalgia, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6955","M54.82","Other dorsalgia, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6956","M54.83","Other dorsalgia, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6957","M54.84","Other dorsalgia, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6958","M54.85","Other dorsalgia, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6959","M54.86","Other dorsalgia, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6960","M54.87","Other dorsalgia, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6961","M54.88","Other dorsalgia, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6962","M54.89","Other dorsalgia, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6963","M54.90","Unspecified dorsalgia, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6964","M54.91","Unspecified dorsalgia, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6965","M54.92","Unspecified dorsalgia, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6966","M54.93","Unspecified dorsalgia, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6967","M54.94","Unspecified dorsalgia, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6968","M54.95","Unspecified dorsalgia, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6969","M54.96","Unspecified dorsalgia, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6970","M54.97","Unspecified dorsalgia, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6971","M54.98","Unspecified dorsalgia, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6972","M54.99","Unspecified dorsalgia, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6973","M60.00","Infective myositis, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6974","M60.01","Infective myositis, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6975","M60.02","Infective myositis, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6976","M60.03","Infective myositis, forearm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6977","M60.04","Infective myositis, hand",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6978","M60.05","Infective myositis, pelvic region and thigh",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6979","M60.06","Infective myositis, lower leg",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6980","M60.07","Infective myositis, ankle and foot",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6981","M60.08","Infective myositis, other site",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6982","M60.09","Infective myositis, site unspecified",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6983","M60.10","Interstitial myositis, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6984","M60.11","Interstitial myositis, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6985","M60.12","Interstitial myositis, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6986","M60.13","Interstitial myositis, forearm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6987","M60.14","Interstitial myositis, hand",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6988","M60.15","Interstitial myositis, pelvic region and thigh",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6989","M60.16","Interstitial myositis, lower leg",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6990","M60.17","Interstitial myositis, ankle and foot",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6991","M60.18","Interstitial myositis, other",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6992","M60.19","Interstitial myositis, site unspecified",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6993","M60.20","Foreign body granuloma of soft tissue, not elsewhere classified, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6994","M60.21","Foreign body granuloma of soft tissue, not elsewhere classified, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6995","M60.22","Foreign body granuloma of soft tissue, not elsewhere classified, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6996","M60.23","Foreign body granuloma of soft tissue, not elsewhere classified, forearm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6997","M60.24","Foreign body granuloma of soft tissue, not elsewhere classified, hand",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6998","M60.25","Foreign body granuloma of soft tissue, not elsewhere classified, pelvic region and thigh",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6999","M60.26","Foreign body granuloma of soft tissue, not elsewhere classified, lower leg",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7000","M60.27","Foreign body granuloma of soft tissue, not elsewhere classified, ankle and foot",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7001","M60.28","Foreign body granuloma of soft tissue, not elsewhere classified, other site",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7002","M60.29","Foreign body granuloma of soft tissue, not elsewhere classified, site unspecified",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7003","M60.80","Other myositis, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7004","M60.81","Other myositis, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7005","M60.82","Other myositis, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7006","M60.83","Other myositis, forearm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7007","M60.84","Other myositis, hand",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7008","M60.85","Other myositis, pelvic region and thigh",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7009","M60.86","Other myositis, lower leg",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7010","M60.87","Other myositis, ankle and foot",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7011","M60.88","Other myositis, other site",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7012","M60.89","Other myositis, site unspecified",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7013","M60.90","Unspecified myositis, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7014","M60.91","Unspecified myositis, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7015","M60.92","Unspecified myositis, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7016","M60.93","Unspecified myositis, forearm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7017","M60.94","Unspecified myositis, hand",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7018","M60.95","Unspecified myositis, pelvic region and thigh",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7019","M60.96","Unspecified myositis, lower leg",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7020","M60.97","Unspecified myositis, ankle and foot",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7021","M60.98","Unspecified myositis, other site",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7022","M60.99","Unspecified myositis, site unspecified",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7023","M61.00","Myositis ossificans traumatica, multiple sites",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7024","M61.01","Myositis ossificans traumatica, shoulder region",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"7025","M61.02","Myositis ossificans traumatica, upper arm",,,"other","M60-M79","Soft Tissue Disorders","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
