"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"M88.84","Paget's disease of other bones, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.85","Paget's disease of other bones, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.86","Paget's disease of other bones, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.87","Paget's disease of other bones, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.88","Paget's disease of other bones, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.9","Paget's disease of bone, unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.00","Algoneurodystrophy, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.01","Algoneurodystrophy, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.02","Algoneurodystrophy, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.03","Algoneurodystrophy, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.04","Algoneurodystrophy, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.05","Algoneurodystrophy, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.06","Algoneurodystrophy, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.07","Algoneurodystrophy, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.08","Algoneurodystrophy, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.09","Algoneurodystrophy, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.10","Epiphyseal arrest, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.11","Epiphyseal arrest, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.12","Epiphyseal arrest, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.13","Epiphyseal arrest, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.14","Epiphyseal arrest, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.15","Epiphyseal arrest, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.16","Epiphyseal arrest, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.17","Epiphyseal arrest, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.18","Epiphyseal arrest, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.19","Epiphyseal arrest, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.20","Other disorders of bone development and growth, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.21","Other disorders of bone development and growth, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.22","Other disorders of bone development and growth, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.23","Other disorders of bone development and growth, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.24","Other disorders of bone development and growth, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.25","Other disorders of bone development and growth, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.26","Other disorders of bone development and growth, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.27","Other disorders of bone development and growth, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.28","Other disorders of bone development and growth, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.29","Other disorders of bone development and growth, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.30","Hypertrophy of bone, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.31","Hypertrophy of bone, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.32","Hypertrophy of bone, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.33","Hypertrophy of bone, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.34","Hypertrophy of bone, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.35","Hypertrophy of bone, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.36","Hypertrophy of bone, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.37","Hypertrophy of bone, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.38","Hypertrophy of bone, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.39","Hypertrophy of bone, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.40","Other hypertrophic osteoarthropathy, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.41","Other hypertrophic osteoarthropathy, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.42","Other hypertrophic osteoarthropathy, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.43","Other hypertrophic osteoarthropathy, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.44","Other hypertrophic osteoarthropathy, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.45","Other hypertrophic osteoarthropathy, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.46","Other hypertrophic osteoarthropathy, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.47","Other hypertrophic osteoarthropathy, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.48","Other hypertrophic osteoarthropathy, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.49","Other hypertrophic osteoarthropathy, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.50","Osteolysis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.51","Osteolysis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.52","Osteolysis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.53","Osteolysis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.54","Osteolysis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.55","Osteolysis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.56","Osteolysis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.57","Osteolysis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.58","Osteolysis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.59","Osteolysis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.60","Osteopathy after poliomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.61","Osteopathy after poliomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.62","Osteopathy after poliomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.63","Osteopathy after poliomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.64","Osteopathy after poliomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.65","Osteopathy after poliomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.66","Osteopathy after poliomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.67","Osteopathy after poliomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.68","Osteopathy after poliomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.69","Osteopathy after poliomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.80","Other specified disorders of bone, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.81","Other specified disorders of bone, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M89.82","Other specified disorders of bone, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
