"","epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq","icd10_seq","icd10_seq_max"
"794","Aortic valvar replacement using homograft,","12.16.22",NA,NA,NA,NA,"Valve replacement, Aortic (AVR), Homograft","Ventriculo-arterial valvar and great arterial procedures","34",174,531
"795","Aortic valvar replacement using heterograft bioprosthesis,","12.16.28",NA,NA,NA,NA,"Valve replacement, Aortic (AVR), Bioprosthetic","Ventriculo-arterial valvar and great arterial procedures","35",175,531
"796","Aortic valvar replacement using mechanical prosthesis,","12.16.29",NA,NA,NA,NA,"Valve replacement, Aortic (AVR), Mechanical","Ventriculo-arterial valvar and great arterial procedures","36",176,531
"797","Aortic valve repair converted to aortic valvar replacement,","12.16.97",NA,NA,NA,NA,"Valvuloplasty converted to valve replacement in the same operation, Aortic","Ventriculo-arterial valvar and great arterial procedures","37",177,531
"798","Aortic root replacement (not Ross),","12.16.50",NA,NA,NA,NA,"Aortic root replacement","Ventriculo-arterial valvar and great arterial procedures","38",178,531
"799","Aortic root replacement using homograft,","12.16.63",NA,NA,NA,NA,"Aortic root replacement, Homograft","Ventriculo-arterial valvar and great arterial procedures","39",179,531
"800","Aortic root replacement using mechanical prosthesis,","12.16.64",NA,NA,NA,NA,"Aortic root replacement, Mechanical","Ventriculo-arterial valvar and great arterial procedures","40",180,531
"801","Aortic root replacement using bioprosthesis,","12.17.90",NA,NA,NA,NA,"Aortic root replacement, Bioprosthetic","Ventriculo-arterial valvar and great arterial procedures","41",181,531
"802","Aortic root replacement: valve sparing technique,","12.17.91",NA,NA,NA,NA,"Aortic root replacement, Valve sparing","Ventriculo-arterial valvar and great arterial procedures","42",182,531
"803","Aortic root replacement + coronary artery reimplantation (Bentall),","12.16.33",NA,NA,NA,NA,"Aortic root replacement","Ventriculo-arterial valvar and great arterial procedures","43",183,531
"804","Ascending aorta replacement,","12.16.65",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","44",184,531
"805","Ascending aorta replacement & aortic valvar resuspension,","12.16.35",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","45",185,531
"806","Ross procedure: aortic valve or root replacement with pulmonary autograft & pulmonary valvar replacement,","12.16.30",NA,NA,NA,NA,"Ross procedure","Ventriculo-arterial valvar and great arterial procedures","46",186,531
"807","Ross-Konno procedure,","12.16.62",NA,NA,NA,NA,"Ross - Konno procedure","Ventriculo-arterial valvar and great arterial procedures","47",187,531
"808","Aortic sinus of Valsalva procedure,","12.16.80",NA,NA,NA,NA,"Cardiac procedure, Other","Ventriculo-arterial valvar and great arterial procedures","48",188,531
"809","Aortic sinus of Valsalva distal fistula closure,","12.16.81",NA,NA,NA,NA,"Sinus of Valsalva , Aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","49",189,531
"810","Aortic sinus of Valsalva aneurysm repair,","12.16.85",NA,NA,NA,NA,"Sinus of Valsalva , Aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","50",190,531
"811","Aorto-left ventricular tunnel closure,","12.16.90",NA,NA,NA,NA,"LV to aorta tunnel repair","Ventriculo-arterial valvar and great arterial procedures","51",191,531
"812","Aortopulmonary window closure,","12.12.01",NA,NA,NA,NA,"AP window repair","Ventriculo-arterial valvar and great arterial procedures","52",192,531
"813","Pulmonary artery origin from ascending aorta (hemitruncus) repair,","12.14.30",NA,NA,NA,NA,"Pulmonary artery origin from ascending aorta (hemitruncus) repair","Ventriculo-arterial valvar and great arterial procedures","53",193,531
"814","Supravalvar aortic stenosis repair,","12.16.40",NA,NA,NA,NA,"Aortic stenosis, Supravalvar, Repair","Ventriculo-arterial valvar and great arterial procedures","54",194,531
"815","Aorta aneurysm repair,","12.16.42",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","55",195,531
"816","Aortic arch aneurysm repair,","12.16.66",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","56",196,531
"817","Descending aorta aneurysm repair,","12.16.67",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","57",197,531
"818","Abdominal aorta aneurysm repair,","12.16.68",NA,NA,NA,NA,"Aortic aneurysm repair","Ventriculo-arterial valvar and great arterial procedures","58",198,531
"819","Aortic dissection repair,","12.16.59",NA,NA,NA,NA,"Aortic dissection repair","Ventriculo-arterial valvar and great arterial procedures","59",199,531
"820","Aortopexy,","12.17.31",NA,NA,NA,NA,"Aortopexy","Ventriculo-arterial valvar and great arterial procedures","60",200,531
"821","Systemic arterial procedure,","12.22.00",NA,NA,NA,NA,"Peripheral vascular procedure, Other","Ventriculo-arterial valvar and great arterial procedures","61",201,531
"822","Vascular ring procedure,","12.17.11",NA,NA,NA,NA,"Vascular ring repair","Ventriculo-arterial valvar and great arterial procedures","62",202,531
"823","Pulmonary arterial sling repair,","12.17.32",NA,NA,NA,NA,"Pulmonary artery sling repair","Ventriculo-arterial valvar and great arterial procedures","63",203,531
"824","Aortic arch repair,","12.18.30",NA,NA,NA,NA,"Aortic arch repair","Ventriculo-arterial valvar and great arterial procedures","64",204,531
"825","Coarctation-hypoplasia of aorta repair,","12.18.00",NA,NA,NA,NA,"Coartation repair","Ventriculo-arterial valvar and great arterial procedures","65",205,531
"826","Aortic coarctation-hypoplasia repair by resection & end to end anastomosis,","12.18.01",NA,NA,NA,NA,"Coarctation repair, End to end","Ventriculo-arterial valvar and great arterial procedures","66",206,531
"827","Aortic coarctation-hypoplasia repair by patch aortoplasty,","12.18.02",NA,NA,NA,NA,"Coarctation repair, Patch aortoplasty","Ventriculo-arterial valvar and great arterial procedures","67",207,531
"828","Aortic coarctation-hypoplasia repair by subclavian flap aortoplasty,","12.18.03",NA,NA,NA,NA,"Coarctation repair, Subclavian flap","Ventriculo-arterial valvar and great arterial procedures","68",208,531
"829","Aortic coarctation-hypoplasia repair by resection & extended end to end anastomosis,","12.18.10",NA,NA,NA,NA,"Coarctation repair, End to end, Extended","Ventriculo-arterial valvar and great arterial procedures","69",209,531
"830","Aortic coarctation-hypoplasia repair by resection & insertion of tube graft,","12.18.15",NA,NA,NA,NA,"Coarctation repair, Interposition graft","Ventriculo-arterial valvar and great arterial procedures","70",210,531
"831","Interrupted aortic arch repair,","12.21.00",NA,NA,NA,NA,"Interrupted aortic arch repair","Ventriculo-arterial valvar and great arterial procedures","71",211,531
"832","Arterial duct-ligament procedure,","12.24.00",NA,NA,NA,NA,"Cardiac procedure, Other","Ventriculo-arterial valvar and great arterial procedures","72",212,531
"833","Arterial duct (PDA) closure,","12.24.10",NA,NA,NA,NA,"PDA closure","Ventriculo-arterial valvar and great arterial procedures","73",213,531
"834","Patent arterial duct (PDA) closure: surgical,","12.24.20",NA,NA,NA,NA,"PDA closure, Surgical","Ventriculo-arterial valvar and great arterial procedures","74",214,531
"835","Tetralogy of Fallot repair,","12.26.01",NA,NA,NA,NA,"TOF repair","Fallot, double outlet ventricle and transposition procedures","2",215,531
"836","Tetralogy of Fallot repair with transannular patch,","12.26.13",NA,NA,NA,NA,"TOF repair, Ventriculotomy, Transanular patch","Fallot, double outlet ventricle and transposition procedures","3",216,531
"837","Tetralogy of Fallot repair without transannular patch,","12.26.20",NA,NA,NA,NA,"TOF repair, Ventriculotomy, Nontransanular patch","Fallot, double outlet ventricle and transposition procedures","4",217,531
"838","Right ventricle to pulmonary arterial tree conduit construction,","12.36.01",NA,NA,NA,NA,"Conduit placement, RV to PA","Fallot, double outlet ventricle and transposition procedures","5",218,531
"839","Double outlet right ventricle with subaortic or doubly committed ventricular septal defect (VSD) & pulmonary stenosis (Fallot-type) repair,","12.27.01",NA,NA,NA,NA,"DORV repair","Fallot, double outlet ventricle and transposition procedures","6",219,531
"840","Pulmonary atresia & ventricular septal defect (VSD) (including Fallot-type) repair,","12.28.01",NA,NA,NA,NA,"Pulmonary atresia: VSD (including TOF, PA) repair","Fallot, double outlet ventricle and transposition procedures","7",220,531
"841","Pulmonary atresia, ventricular septal defect (VSD) & systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) repair,","12.28.11",NA,NA,NA,NA,"Pulmonary atresia: VSD: MAPCA (pseudotruncus) repair","Fallot, double outlet ventricle and transposition procedures","8",221,531
"842","Absent pulmonary valve syndrome (Fallot type) repair,","12.26.21",NA,NA,NA,NA,"TOF- Absent pulmonary valve repair","Fallot, double outlet ventricle and transposition procedures","9",222,531
"843","Systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) occlusion,","12.25.18",NA,NA,NA,NA,"Occlusion MAPCA(s)","Fallot, double outlet ventricle and transposition procedures","10",223,531
"844","Systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) unifocalisation procedure,","12.25.00",NA,NA,NA,NA,"Unifocalization MAPCA(s)","Fallot, double outlet ventricle and transposition procedures","11",224,531
"845","Arterial switch procedure,","12.29.21",NA,NA,NA,NA,"Arterial switch operation (ASO)","Fallot, double outlet ventricle and transposition procedures","12",225,531
"846","Senning procedure (atrial inversion),","12.29.01",NA,NA,NA,NA,"Senning","Fallot, double outlet ventricle and transposition procedures","13",226,531
"847","Mustard procedure (atrial inversion),","12.29.02",NA,NA,NA,NA,"Mustard","Fallot, double outlet ventricle and transposition procedures","14",227,531
"848","Atrial inversion procedure (Mustard or Senning) revision,","12.29.79",NA,NA,NA,NA,"Atrial baffle procedure, Mustard or Senning revision","Fallot, double outlet ventricle and transposition procedures","15",228,531
"849","Rastelli procedure: intraventricular left ventricle to aorta tunnel & right ventricle to pulmonary artery conduit,","12.29.11",NA,NA,NA,NA,"Rastelli","Fallot, double outlet ventricle and transposition procedures","16",229,531
"850","REV procedure: intraventricular left ventricle to aorta tunnel with infundibular septum resection & direct right ventricle to pulmonary trunk anastomosis,","12.27.45",NA,NA,NA,NA,"REV","Fallot, double outlet ventricle and transposition procedures","17",230,531
"851","Complex transposition of great arteries repair,","12.29.40",NA,NA,NA,NA,"TGA, Other procedures (Nikaido, Kawashima, LV-PA conduit, other)","Fallot, double outlet ventricle and transposition procedures","18",231,531
"852","Aortic root translocation to over left ventricle (including Nikaidoh),","12.27.78",NA,NA,NA,NA,"Aortic root translocation over left ventricle (Including Nikaidoh procedure)","Fallot, double outlet ventricle and transposition procedures","19",232,531
"853","Double outlet right ventricle repair,","12.29.20",NA,NA,NA,NA,"DORV repair","Fallot, double outlet ventricle and transposition procedures","20",233,531
"854","Double outlet right ventricle repair with intraventricular tunnel,","12.27.02",NA,NA,NA,NA,"DORV, Intraventricular tunnel repair","Fallot, double outlet ventricle and transposition procedures","21",234,531
"855","Congenitally corrected transposition of great arteries repair,","12.27.46",NA,NA,NA,NA,"Congenitally corrected TGA repair","Fallot, double outlet ventricle and transposition procedures","22",235,531
"856","Arterial switch & atrial inversion procedures ('double switch'),","12.29.25",NA,NA,NA,NA,"Congenitally corrected TGA repair, Atrial Switch and ASO (Double Switch)","Fallot, double outlet ventricle and transposition procedures","23",236,531
"857","Atrial inversion and Rastelli procedures,","12.29.26",NA,NA,NA,NA,"Congenitally corrected TGA repair, Atrial Switch and Rastelli","Fallot, double outlet ventricle and transposition procedures","24",237,531
"858","Double outlet left ventricle repair,","12.27.50",NA,NA,NA,NA,"DOLV repair","Fallot, double outlet ventricle and transposition procedures","25",238,531
"859","Bidirectional superior cavopulmonary (Glenn) anastomosis,","12.31.11",NA,NA,NA,NA,"Bidirectional cavopulmonary anastomosis (BDCPA) (bidirectional Glenn)","Procedures for functionally univentricular heart","2",239,531
"860","Bilateral bidirectional superior cavopulmonary (Glenn) anastomoses,","12.31.44",NA,NA,NA,NA,"bidirectional Glenn)","Procedures for functionally univentricular heart","3",240,531
"861","Unidirectional superior cavopulmonary (Glenn) anastomosis,","12.31.45",NA,NA,NA,NA,"Glenn (Unidirectional cavopulmonary anastomosis) (unidirectional Glenn)","Procedures for functionally univentricular heart","4",241,531
"862","Hemi-Fontan procedure,","12.31.15",NA,NA,NA,NA,"Hemifontan","Procedures for functionally univentricular heart","5",242,531
"863","Superior caval vein to pulmonary artery anastomosis,","12.31.72",NA,NA,NA,NA,"Cardiac procedure, Other","Procedures for functionally univentricular heart","6",243,531
"864","Fontan type procedure,","12.30.01",NA,NA,NA,NA,"Fontan","Procedures for functionally univentricular heart","7",244,531
"865","Total cavopulmonary connection (TCPC),","12.30.50",NA,NA,NA,NA,"Fontan","Procedures for functionally univentricular heart","8",245,531
"866","Total cavopulmonary connection (TCPC) using extracardiac inferior caval vein (IVC)-pulmonary artery conduit,","12.30.54",NA,NA,NA,NA,"Fontan, TCPC, External conduit","Procedures for functionally univentricular heart","9",246,531
"867","Total cavopulmonary connection (TCPC) using extracardiac inferior caval vein (IVC)-pulmonary artery conduit with fenestration,","12.30.05",NA,NA,NA,NA,"Fontan, TCPC, External conduit, Fenestrated","Procedures for functionally univentricular heart","10",247,531
"868","Total cavopulmonary conn (TCPC) with lateral atrial tunnel,","12.30.51",NA,NA,NA,NA,"Fontan, TCPC, Lateral tunnel","Procedures for functionally univentricular heart","11",248,531
"869","Total cavopulmonary connection (TCPC) with fenestrated lateral atrial tunnel,","12.30.06",NA,NA,NA,NA,"Fontan, TCPC, Lateral tunnel, Fenestrated","Procedures for functionally univentricular heart","12",249,531
"870","Fontan procedure with direct atriopulmonary anastomosis,","12.30.32",NA,NA,NA,NA,"Fontan, Atrio-pulmonary connection","Procedures for functionally univentricular heart","13",250,531
"871","Fontan procedure with atrioventricular connection,","12.30.13",NA,NA,NA,NA,"Fontan, Atrio-ventricular connection","Procedures for functionally univentricular heart","14",251,531
"872","Fenestration of Fontan type connection,","12.30.27",NA,NA,NA,NA,"Fontan, Other","Procedures for functionally univentricular heart","15",252,531
"873","Fontan-type connection without fenestration,","12.30.28",NA,NA,NA,NA,"Fontan, Other","Procedures for functionally univentricular heart","16",253,531
"874","Fontan type procedure revision or conversion,","12.30.37",NA,NA,NA,NA,"Fontan revision or conversion (Re-do Fontan)","Procedures for functionally univentricular heart","17",254,531
"875","Conversion of Fontan repair to total cavopulmonary connection,","12.30.34",NA,NA,NA,NA,"Fontan revision or conversion (Re-do Fontan)","Procedures for functionally univentricular heart","18",255,531
