code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M8771/9",M87719,1,"Epithelioid cell melanoma, uncertain whether primary or metastatic","Epithelioid cell melanoma, up/m",1/7/2002,,
"M8772/0",M87720,0,Spindle cell naevus NOS,Spndl cell naevus NOS,1/7/1998,,
"M8772/1",M87721,1,"Spindle cell naevus, uncertain whether benign or malignant","Spndl cell naevus, ub/m",1/7/2002,,
"M8772/2",M87722,1,"Spindle cell melanoma, in situ","Spndl cell melanoma, insit",1/7/2002,,
"M8772/3",M87723,0,Spindle cell melanoma NOS,Spndl cell melanoma NOS,1/7/1998,,
"M8772/6",M87726,1,"Spindle cell melanoma NOS, metastatic","Spndl cell melanoma NOS, met",1/7/2002,,
"M8772/9",M87729,1,"Spindle cell melanoma NOS, uncertain whether primary or metastatic","Spndl cell melanoma NOS, up/m",1/7/2002,,
"M8773/2",M87732,1,"Spindle cell melanoma, type A, in situ","Spndl cell melanoma, type A, insit",1/7/2002,,
"M8773/3",M87733,0,"Spindle cell melanoma, type A","Spndl cell melanoma, type A",1/7/1998,,
"M8773/6",M87736,1,"Spindle cell melanoma, type A, metastatic","Spndl cell melanoma, type A, met",1/7/2002,,
"M8773/9",M87739,1,"Spindle cell melanoma, type A, uncertain whether primary or metastatic","Spndl cell melanoma, type A, up/m",1/7/2002,,
"M8774/2",M87742,1,"Spindle cell melanoma, type B, in situ","Spndl cell melanoma, type B, insit",1/7/2002,,
"M8774/3",M87743,0,"Spindle cell melanoma, type B","Spndl cell melanoma, type B",1/7/1998,,
"M8774/6",M87746,1,"Spindle cell melanoma, type B, metastatic","Spndl cell melanoma, type B, met",1/7/2002,,
"M8774/9",M87749,1,"Spindle cell melanoma, type B, uncertain whether primary or metastatic","Spndl cell melanoma, type B, up/m",1/7/2002,,
"M8780/0",M87800,0,Blue naevus NOS,Blue naevus NOS,1/7/1998,,
"M8780/1",M87801,0,Pigmented epithelioid melanocytoma,Pigmented epithelioid melanocytoma,1/7/2002,,
"M8780/2",M87802,1,"Blue naevus, in situ","Blue naevus, insit",1/7/2013,,
"M8780/3",M87803,0,"Blue naevus, malignant","Blue naevus, malg",1/7/1998,,
"M8780/6",M87806,1,"Blue naevus, malignant, metastatic","Blue naevus, malg, met",1/7/2002,,
"M8780/9",M87809,1,"Blue naevus, malignant, uncertain whether primary or metastatic","Blue naevus, malg, up/m",1/7/2002,,
"M8790/0",M87900,0,Cellular blue naevus,Cellular blue naevus,1/7/1998,,
"M8790/1",M87901,1,"Cellular blue naevus, uncertain whether benign or malignant","Cellular blue naevus, ub/m",1/7/2002,,
"M8790/3",M87903,1,"Cellular blue naevus, malignant","Cellular blue naevus, malg",1/7/2013,,
"M8790/6",M87906,1,"Cellular blue naevus, metastatic","Cellular blue naevus, met",1/7/2013,,
"M8790/9",M87909,1,"Cellular blue naevus, uncertain whether primary or metastatic","Cellular blue naevus, up/m",1/7/2013,,
"M8800/0",M88000,0,"Soft tissue tumour, benign","Soft tissue tum, benign",1/7/1998,,
"M8800/3",M88003,0,Sarcoma NOS,Sarcoma NOS,1/7/1998,,
"M8800/6",M88006,1,"Sarcoma, metastatic","Sarcoma, met",1/7/1998,,
"M8800/9",M88009,0,Sarcomatosis NOS,Sarcomatosis NOS,1/7/2002,,
"M8801/1",M88011,1,"Spindle cell tumour, uncertain whether benign or malignant","Spndl cell tum, ub/m",1/7/2002,,
"M8801/3",M88013,0,Spindle cell sarcoma,Spndl cell sarcoma,1/7/1998,,
"M8801/6",M88016,1,"Spindle cell sarcoma, metastatic","Spndl cell sarcoma, met",1/7/2002,,
"M8801/9",M88019,1,"Spindle cell sarcoma, uncertain whether primary or metastatic","Spndl cell sarcoma, up/m",1/7/2002,,
"M8802/1",M88021,0,Pleomorphic hyalinising angiectatic tumour,Pleomorphic hyalinising angiectatic tum,1/7/2002,,
"M8802/3",M88023,0,Giant cell sarcoma,Giant cell sarcoma,1/7/1998,,
"M8802/6",M88026,1,"Giant cell sarcoma, metastatic","Giant cell sarcoma, met",1/7/2002,,
"M8802/9",M88029,1,"Giant cell sarcoma, uncertain whether primary or metastatic","Giant cell sarcoma, up/m",1/7/2002,,
"M8803/3",M88033,0,Small cell sarcoma,Small cell sarcoma,1/7/1998,,
"M8803/6",M88036,1,"Small cell sarcoma, metastatic","Small cell sarcoma, met",1/7/2002,,
"M8803/9",M88039,1,"Small cell sarcoma, uncertain whether primary or metastatic","Small cell sarcoma, up/m",1/7/2002,,
"M8804/2",M88042,1,"Epithelioid sarcoma, in situ","Epithelioid sarcoma, insit",1/7/2013,,
"M8804/3",M88043,0,Epithelioid sarcoma,Epithelioid sarcoma,1/7/1998,,
"M8804/6",M88046,1,"Epithelioid sarcoma, metastatic","Epithelioid sarcoma, met",1/7/2002,,
"M8804/9",M88049,1,"Epithelioid sarcoma, uncertain whether primary or metastatic","Epithelioid sarcoma, up/m",1/7/2002,,
"M8805/3",M88053,0,Undifferentiated sarcoma,Undiff sarcoma,1/7/2002,,
"M8805/6",M88056,1,"Undifferentiated sarcoma, metastatic","Undiff sarcoma, met",1/7/2002,,
"M8805/9",M88059,1,"Undifferentiated sarcoma, uncertain whether primary or metastatic","Undiff sarcoma, up/m",1/7/2002,,
"M8806/3",M88063,0,Desmoplastic small round cell tumour,Desmoplastic sm round cell tum,1/7/2002,,
"M8806/6",M88066,1,"Desmoplastic small round cell tumour, metastatic","Desmoplastic sm round cell tum, met",1/7/2002,,
"M8806/9",M88069,1,"Desmoplastic small round cell tumour, uncertain whether primary or metastatic","Desmoplastic sm round cell tum, up/m",1/7/2002,,
"M8810/0",M88100,0,Fibroma NOS,Fibroma NOS,1/7/1998,,
"M8810/1",M88101,0,Cellular fibroma,Cellular fibroma,1/7/2002,,
"M8810/3",M88103,0,Fibrosarcoma NOS,Fibrosarcoma NOS,1/7/1998,,
"M8810/6",M88106,1,"Fibrosarcoma NOS, metastatic","Fibrosarcoma NOS, met",1/7/2002,,
"M8810/9",M88109,1,"Fibrosarcoma NOS, uncertain whether primary or metastatic","Fibrosarcoma NOS, up/m",1/7/2002,,
"M8811/0",M88110,0,Fibromyxoma NOS,Fibromyxoma NOS,1/7/1998,,
"M8811/1",M88111,0,Myxoinflammatory fibroblastic sarcoma,Myxoinflammatory fibroblastic sarcoma,1/7/2002,,
"M8811/3",M88113,0,Myxofibrosarcoma,Myxofibrosarcoma,1/7/1998,,
"M8811/6",M88116,1,"Myxofibrosarcoma, metastatic",Myxofibrosarcoma metastatic,1/7/2002,,
"M8811/9",M88119,1,"Myxofibrosarcoma, uncertain whether primary or metastatic","Myxofibrosarcoma up/m",1/7/2002,,
"M8812/0",M88120,0,Periosteal fibroma,Periosteal fibroma,1/7/1998,,
"M8812/1",M88121,1,"Periosteal fibroma, uncertain whether benign or malignant","Periosteal fibroma, ub/m",1/7/2002,,
"M8812/3",M88123,0,Periosteal fibrosarcoma,Periosteal fibrosarcoma,1/7/1998,,
"M8812/6",M88126,1,"Periosteal fibrosarcoma, metastatic","Periosteal fibrosarcoma, met",1/7/2002,,
"M8812/9",M88129,1,"Periosteal fibrosarcoma, uncertain whether primary or metastatic","Periosteal fibrosarcoma, up/m",1/7/2002,,
"M8813/0",M88130,0,Fibroma of tendon sheath,Fibroma of tendon sheath,1/7/1998,,
"M8813/1",M88131,0,"Palmar/plantar type fibromatosis","Palmar/plantar type fibromatosis",1/7/2002,,
"M8813/3",M88133,0,Fascial fibrosarcoma,Fascial fibrosarcoma,1/7/1998,,
"M8813/6",M88136,1,"Fascial fibrosarcoma, metastatic","Fascial fibrosarcoma, met",1/7/2002,,
"M8813/9",M88139,1,"Fascial fibrosarcoma, uncertain whether primary or metastatic","Fascial fibrosarcoma, up/m",1/7/2002,,
"M8814/1",M88141,1,"Infantile fibrosarcoma, uncertain whether benign or malignant","Infantile fibrosarcoma, ub/m",1/7/2002,,
"M8814/3",M88143,0,Infantile fibrosarcoma,Infantile fibrosarcoma,1/7/1998,,
"M8814/6",M88146,1,"Infantile fibrosarcoma, metastatic","Infantile fibrosarcoma, met",1/7/2002,,
"M8814/9",M88149,1,"Infantile fibrosarcoma, uncertain whether primary or metastatic","Infantile fibrosarcoma, up/m",1/7/2002,,
"M8815/0",M88150,0,"Solitary fibrous tumour/haemangiopericytoma, grade 1",Solitary fibrous haemangiopericytoma G.1,1/7/2002,,
"M8815/1",M88151,0,Solitary fibrous tumour NOS,Solitary fibrous tumour NOS,1/7/2002,,
"M8815/3",M88153,0,"Solitary fibrous tumour, malignant","Solitary fibrous tum, malg",1/7/2002,,
"M8815/6",M88156,1,"Solitary fibrous tumour, malignant, metastatic","Solitary fibrous tum, malg, met",1/7/2002,,
"M8815/9",M88159,1,"Solitary fibrous tumour, malignant, uncertain whether primary or metastatic","Solitary fibrous tum, malg, up/m",1/7/2002,,
"M8816/0",M88160,0,Calcifying aponeurotic fibroma,Calcifying aponeurotic fibroma,1/7/2022,,
"M8817/0",M88170,0,Calcifying fibrous tumour,Calcifying fibrous tumour,1/7/2022,,
"M8818/0",M88180,0,Fibrous dysplasia,Fibrous dysplasia,1/7/2022,,
"M8820/0",M88200,0,Elastofibroma,Elastofibroma,1/7/1998,,
"M8820/3",M88203,1,"Elastofibroma, malignant","Elastofibroma, malg",1/7/2013,,
"M8820/6",M88206,1,"Elastofibroma, metastatic","Elastofibroma, met",1/7/2013,,
"M8820/9",M88209,1,"Elastofibroma, uncertain whether primary or metastatic","Elastofibroma, up/m",1/7/2013,,
"M8821/1",M88211,0,Aggressive fibromatosis,Aggressive fibromatosis,1/7/1998,,
"M8821/3",M88213,1,"Aggressive fibromatosis, malignant","Aggressive fibromatosis, malg",1/7/2002,,
"M8821/6",M88216,1,"Aggressive fibromatosis, metastatic","Aggressive fibromatosis, met",1/7/2002,,
"M8821/9",M88219,1,"Aggressive fibromatosis, uncertain whether primary or metastatic","Aggressive fibromatosis, up/m",1/7/2002,,
"M8822/1",M88221,0,Abdominal fibromatosis,Abdominal fibromatosis,1/7/1998,,
"M8822/3",M88223,1,"Abdominal fibromatosis, malignant","Abdominal fibromatosis, malg",1/7/2002,,
"M8822/6",M88226,1,"Abdominal fibromatosis, metastatic","Abdominal fibromatosis, met",1/7/2002,,
"M8822/9",M88229,1,"Abdominal fibromatosis, uncertain whether primary or metastatic","Abdominal fibromatosis, up/m",1/7/2002,,
"M8823/0",M88230,0,Sclerotic fibroma,Sclerotic fibroma,1/7/2002,,
"M8823/1",M88231,0,Desmoplastic fibroma,Desmoplastic fibroma,1/7/1998,,
"M8824/0",M88240,0,Myofibroma,Myofibroma,1/7/2002,,
"M8824/1",M88241,0,Myofibromatosis,Myofibromatosis,1/7/1998,,
"M8825/0",M88250,0,Myofibroblastoma,Myofibroblastoma,1/7/2002,,
"M8825/1",M88251,0,Myofibroblastic tumour NOS,Myofibroblastic tum NOS,1/7/2002,,
"M8825/3",M88253,0,Myofibroblastic sarcoma,Myofibroblastic sarcoma,1/7/2004,,
"M8825/6",M88256,1,"Myofibroblastic sarcoma, metastatic",Myofibroblastic sarcoma metastatic,1/7/2004,,
"M8825/9",M88259,1,"Myofibroblastic sarcoma, uncertain whether primary or metastatic","Myofibroblastic sarcoma up/m",1/7/2004,,
"M8826/0",M88260,0,Angiomyofibroblastoma,Angiomyofibroblastoma,1/7/2002,,
"M8826/1",M88261,1,"Angiomyofibroblastoma, uncertain whether benign or malignant","Angiomyofibroblastoma, ub/m",1/7/2002,,
"M8827/1",M88271,0,"Myofibroblastic tumour, peribronchial","Myofibroblastic tum, peribronchial",1/7/2002,,
"M8827/3",M88273,1,"Myofibroblastic tumour, peribronchial, malignant","Myofibroblastic tum, prbroncl, malg",1/7/2002,,
"M8827/6",M88276,1,"Myofibroblastic tumour, peribronchial, metastatic","Myofibroblastic tum, prbroncl, met",1/7/2002,,
"M8827/9",M88279,1,"Myofibroblastic tumour, peribronchial, uncertain whether primary or metastatic","Myofibroblastic tum, prbroncl, up/m",1/7/2002,,
"M8828/0",M88280,0,Nodular fasciitis,Nodular fasciitis,1/7/2022,,
"M8830/0",M88300,0,Benign fibrous histiocytoma,Benign fibrous histiocytoma,1/7/1998,,
"M8830/1",M88301,0,Atypical fibrous histiocytoma,Atypical fibrous histiocytoma,1/7/1998,,
"M8830/3",M88303,0,Malignant fibrous histiocytoma,Malg fibrous histiocytoma,1/7/1998,,
"M8830/6",M88306,1,"Malignant fibrous histiocytoma, metastatic","Malg fibrous histiocytoma, met",1/7/2002,,
"M8830/9",M88309,1,"Malignant fibrous histiocytoma, uncertain whether primary or metastatic","Malg fibrous histiocytoma, up/m",1/7/2002,,
"M8831/0",M88310,0,Histiocytoma NOS,Histiocytoma NOS,1/7/2002,,
"M8831/1",M88311,1,"Histiocytoma, uncertain whether benign or malignant","Histiocytoma, ub/m",1/7/2002,,
"M8832/0",M88320,0,Dermatofibroma NOS,Dermatofibroma NOS,1/7/1998,,
"M8832/1",M88321,0,Dermatofibrosarcoma protuberans NOS,Dermatofibrosarcoma protuberans NOS,1/7/1998,,
"M8832/3",M88323,0,"Dermatofibrosarcoma protuberans, fibrosarcomatous",Drmatfibrsrcm protuberans fbrscmts,1/7/1998,,
"M8832/6",M88326,1,"Dermatofibrosarcoma protuberans, fibrosarcomatous, metastatic",Drmatfibrsrcm protuberans fbrscmts met,1/7/2002,,
"M8832/9",M88329,1,"Dermatofibrosarcoma protuberans, fibrosarcomatous, uncertain whether primary or metastatic","Drmatfibrsrcm protuberans fbrscmts up/m",1/7/2002,,
"M8833/1",M88331,0,Pigmented dermatofibrosarcoma protuberans,Pigmented drmatfibrsrcm protuberans,1/7/2022,,
"M8833/3",M88333,0,Pigmented dermatofibrosarcoma protuberans,Pigmtd drmatfibrsrcm protuberans,1/7/1998,1/7/2022,
"M8833/6",M88336,1,"Pigmented dermatofibrosarcoma protuberans, metastatic","Pigmtd drmatfibrsrcm protuberans, met",1/7/2013,1/7/2022,
"M8833/9",M88339,1,"Pigmented dermatofibrosarcoma protuberans, uncertain whether primary or metastatic","Pigmtd drmatfibrsrcm protuberans, up/m",1/7/2013,1/7/2022,
"M8834/1",M88341,0,Giant cell fibroblastoma,Giant cell fibroblastoma,1/7/2002,,
"M8835/1",M88351,0,Plexiform fibrohistiocytic tumour,Plexiform fibrohistiocytic tum,1/7/2002,,
"M8835/3",M88353,1,"Plexiform fibrohistiocytic tumour, malignant","Plexiform fibrohistiocytic tum, malg",1/7/2002,,
"M8835/6",M88356,1,"Plexiform fibrohistiocytic tumour, malignant, metastatic","Plxfm fibrohistiocytic tum, malg, met",1/7/2002,,
"M8835/9",M88359,1,"Plexiform fibrohistiocytic tumour, uncertain whether primary or metastatic","Plexiform fibrohistiocytic tum, up/m",1/7/2002,,
"M8836/1",M88361,0,Angiomatoid fibrous histiocytoma,Angiomatoid fibrous histiocytoma,1/7/2002,,
"M8836/3",M88363,1,"Angiomatoid fibrous histiocytoma, malignant","Angiomatoid fibrous histiocytoma, malg",1/7/2002,,
"M8836/6",M88366,1,"Angiomatoid fibrous histiocytoma, metastatic","Angiomatoid fibrous histiocytoma, met",1/7/2002,,
"M8836/9",M88369,1,"Angiomatoid fibrous histiocytoma, uncertain whether primary or metastatic","Angiomatoid fibrous histiocytoma, up/m",1/7/2002,,
"M8840/0",M88400,0,Myxoma NOS,Myxoma NOS,1/7/1998,,
"M8840/3",M88403,0,Myxosarcoma,Myxosarcoma,1/7/1998,,
"M8840/6",M88406,1,"Myxosarcoma, metastatic","Myxosarcoma, met",1/7/2002,,
"M8840/9",M88409,1,"Myxosarcoma, uncertain whether primary or metastatic","Myxosarcoma, up/m",1/7/2002,,
"M8841/0",M88410,0,Angiomyxoma NOS,Angiomyxoma NOS,1/7/2022,,
"M8841/1",M88411,0,Angiomyxoma,Angiomyxoma,1/7/1998,1/7/2022,
"M8841/3",M88413,1,"Angiomyxoma, malignant","Angiomyxoma, malg",1/7/2002,1/7/2022,
"M8841/6",M88416,1,"Angiomyxoma, malignant, metastatic","Angiomyxoma, malg, met",1/7/2002,1/7/2022,
"M8841/9",M88419,1,"Angiomyxoma, uncertain whether primary or metastatic","Angiomyxoma, up/m",1/7/2002,1/7/2022,
"M8842/0",M88420,0,Ossifying fibromyxoid tumour NOS,Ossifying fibromyxoid tumour NOS,1/7/2002,,
"M8842/1",M88421,1,"Ossifying fibromyxoid tumour, uncertain whether benign or malignant","Ossifying fibromyxoid tum, ub/m",1/7/2002,,
"M8842/3",M88423,0,"Ossifying fibromyxoid tumour, malignant","Ossifying fibromyxoid tumour, malignant",1/7/2022,,
"M8842/6",M88426,1,"Ossifying fibromyxoid tumour, metastatic",Ossifying fibromyxoid tumour metastatic,1/7/2022,,
"M8842/9",M88429,1,"Ossifying fibromyxoid tumour, uncertain whether primary or metastatic","Ossifying fibromyxoid tumour up/m",1/7/2022,,
"M8850/0",M88500,0,Lipoma NOS,Lipoma NOS,1/7/1998,,
"M8850/1",M88501,0,Atypical lipomatous tumour,Atypical lipomatous tumour,1/7/2002,,
"M8850/3",M88503,0,Liposarcoma NOS,Liposarcoma NOS,1/7/1998,,
"M8850/6",M88506,1,"Liposarcoma NOS, metastatic","Liposarcoma NOS, met",1/7/2002,,
"M8850/9",M88509,1,"Liposarcoma NOS, uncertain whether primary or metastatic","Liposarcoma NOS, up/m",1/7/2002,,
"M8851/0",M88510,0,Fibrolipoma,Fibrolipoma,1/7/1998,,
"M8851/1",M88511,0,Lipofibromatosis,Lipofibromatosis,1/7/2002,,
"M8851/3",M88513,0,"Liposarcoma, well differentiated NOS",Liposarcoma well differentiated NOS,1/7/1998,,
"M8851/6",M88516,1,"Liposarcoma, well differentiated NOS, metastatic",Liposarcoma well differentiated NOS met,1/7/2002,,
"M8851/9",M88519,1,"Liposarcoma, well differentiated NOS, uncertain whether primary or metastatic","Liposarcoma well differentiated NOS up/m",1/7/2002,,
"M8852/0",M88520,0,Fibromyxolipoma,Fibromyxolipoma,1/7/1998,,
"M8852/1",M88521,1,"Fibromyxolipoma, uncertain whether benign or malignant","Fibromyxolipoma, ub/m",1/7/2002,,
"M8852/3",M88523,0,Myxoid liposarcoma,Myxoid liposarcoma,1/7/1998,,
"M8852/6",M88526,1,"Myxoid liposarcoma, metastatic","Myxoid liposarcoma, met",1/7/2002,,
"M8852/9",M88529,1,"Myxoid liposarcoma, uncertain whether primary or metastatic","Myxoid liposarcoma, up/m",1/7/2002,,
"M8853/3",M88533,0,Round cell liposarcoma,Round cell liposarcoma,1/7/1998,,
"M8853/6",M88536,1,"Round cell liposarcoma, metastatic","Round cell liposarcoma, met",1/7/2002,,
"M8853/9",M88539,1,"Round cell liposarcoma, uncertain whether primary or metastatic","Round cell liposarcoma, up/m",1/7/2002,,
"M8854/0",M88540,0,Pleomorphic lipoma,Pleomorphic lipoma,1/7/1998,,
"M8854/3",M88543,0,Pleomorphic liposarcoma,Pleomorphic liposarcoma,1/7/1998,,
"M8854/6",M88546,1,"Pleomorphic liposarcoma, metastatic","Pleomorphic liposarcoma, met",1/7/2002,,
"M8854/9",M88549,1,"Pleomorphic liposarcoma, uncertain whether primary or metastatic","Pleomorphic liposarcoma, up/m",1/7/2002,,
"M8855/3",M88553,0,Mixed liposarcoma,Mixed liposarcoma,1/7/1998,,
"M8855/6",M88556,1,"Mixed liposarcoma, metastatic","Mixed liposarcoma, met",1/7/2002,,
"M8855/9",M88559,1,"Mixed liposarcoma, uncertain whether primary or metastatic","Mixed liposarcoma, up/m",1/7/2002,,
"M8856/0",M88560,0,Intramuscular lipoma,Intramuscular lipoma,1/7/1998,,
"M8857/0",M88570,0,Spindle cell lipoma,Spndl cell lipoma,1/7/1998,,
"M8857/1",M88571,1,"Spindle cell lipoma, uncertain whether benign or malignant","Spndl cell lipoma, ub/m",1/7/2002,,
"M8857/3",M88573,0,Fibroblastic liposarcoma,Fibroblastic liposarcoma,1/7/2002,,
"M8857/6",M88576,1,"Fibroblastic liposarcoma, metastatic","Fibroblastic liposarcoma, met",1/7/2002,,
"M8857/9",M88579,1,"Fibroblastic liposarcoma, uncertain whether primary or metastatic","Fibroblastic liposarcoma, up/m",1/7/2002,,
"M8858/3",M88583,0,Dedifferentiated liposarcoma,Dedifferentiated liposarcoma,1/7/1998,,
"M8858/6",M88586,1,"Dedifferentiated liposarcoma, metastatic","Dedifferentiated liposarcoma, met",1/7/2013,,
"M8858/9",M88589,1,"Dedifferentiated liposarcoma, uncertain whether primary or metastatic","Dedifferentiated liposarcoma, up/m",1/7/2013,,
"M8860/0",M88600,0,Angiomyolipoma,Angiomyolipoma,1/7/1998,,
"M8860/1",M88601,0,"Angiomyolipoma, epithelioid",Angiomyolipoma epithelioid,1/7/2002,,
"M8860/3",M88603,1,Angiomyoliposarcoma,Angiomyoliposarcoma,1/7/1998,,
"M8860/6",M88606,1,"Angiomyoliposarcoma, metastatic","Angiomyoliposarcoma, met",1/7/2002,,
"M8860/9",M88609,1,"Angiomyoliposarcoma, uncertain whether primary or metastatic","Angiomyoliposarcoma, up/m",1/7/2002,,
"M8861/0",M88610,0,Angiolipoma NOS,Angiolipoma NOS,1/7/1998,,
"M8861/1",M88611,1,"Angiolipoma, uncertain whether benign or malignant","Angiolipoma, ub/m",1/7/2002,,
"M8862/0",M88620,0,Chondroid lipoma,Chondroid lipoma,1/7/2022,,
"M8870/0",M88700,0,Myelolipoma,Myelolipoma,1/7/1998,,
"M8870/1",M88701,1,"Myelolipoma, uncertain whether benign or malignant","Myelolipoma, ub/m",1/7/2002,,
"M8880/0",M88800,0,Hibernoma,Hibernoma,1/7/1998,,
"M8880/1",M88801,1,"Hibernoma, uncertain whether benign or malignant","Hibernoma, ub/m",1/7/2002,,
"M8880/3",M88803,1,"Hibernoma, malignant","Hibernoma, malg",1/7/2002,,
"M8880/6",M88806,1,"Hibernoma, malignant, metastatic","Hibernoma, malg, met",1/7/2002,,
"M8880/9",M88809,1,"Hibernoma, uncertain whether primary or metastatic","Hibernoma, up/m",1/7/2002,,
"M8881/0",M88810,0,Lipoblastomatosis,Lipoblastomatosis,1/7/1998,,
"M8890/0",M88900,0,Leiomyoma NOS,Leiomyoma NOS,1/7/1998,,
