code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
59903-03,5990303,1990,Aortography,Aortography,1/7/2008,,,,,,0
59915-00,5991500,1990,Cerebral angiography,Cerebral angiography,1/7/1998,1/7/2008,,,,,0
59918-00,5991800,1989,Peripheral arteriography,Peripheral arteriography,1/7/1998,1/7/2008,,,,,0
59921-00,5992100,1990,Aortography,Aortography,1/7/1998,1/7/2008,,,,,0
59924-00,5992400,1989,Other arteriography,Other arteriography,1/7/1998,1/7/2008,,,,,0
59970-00,5997000,1990,"Angiography, not elsewhere classified",Angiography NEC,1/7/1998,,,,,,0
59970-01,5997001,1998,"Digital subtraction angiography, not elsewhere classified",Digital sub angiography NEC,1/7/2000,,,,,,0
59970-02,5997002,1990,Cerebral angiography,Cerebral angiography,1/7/2008,,,,,,0
59970-03,5997003,1989,Peripheral arteriography,Peripheral arteriography,1/7/2008,,,,,,0
59970-04,5997004,1989,Other arteriography,Other arteriography,1/7/2008,,,,,,0
60000-00,6000000,1992,"Digital subtraction angiography of head and neck, 1 to 3 data acquisition runs",DSA of head and neck 1 to 3 DAR,1/7/1998,,,,,,0
60000-01,6000001,1992,"Digital subtraction angiography of head and neck with arch aortography, 1 to 3 data acquisition runs",DSA head & neck arch aortogr 1 to 3 DAR,1/7/1998,,,,,,0
60003-00,6000300,1992,"Digital subtraction angiography of head and neck, 4 to 6 data acquisition runs",DSA of head & neck 4 to 6 DAR,1/7/1998,,,,,,0
60003-01,6000301,1992,"Digital subtraction angiography of head and neck with arch aortography, 4 to 6 data acquisition runs",DSA head & neck w arch aortogr 4-6 DAR,1/7/1998,,,,,,0
60006-00,6000600,1992,"Digital subtraction angiography of head and neck, 7 to 9 data acquisition runs",DSA of head & neck 7 to 9 DAR,1/7/1998,,,,,,0
60006-01,6000601,1992,"Digital subtraction angiography of head and neck with arch aortography, 7 to 9 data acquisition runs",DSA head & neck w arch aortogr 7-9 DAR,1/7/1998,,,,,,0
60009-00,6000900,1992,"Digital subtraction angiography of head and neck, 10 or more data acquisition runs",DSA of head and neck 10 or more DAR,1/7/1998,,,,,,0
60009-01,6000901,1992,"Digital subtraction angiography of head and neck with arch aortography, 10 or more data acquisition runs",DSA head & neck w arch aortogr >= 10 DAR,1/7/1998,,,,,,0
60012-00,6001200,1993,"Digital subtraction angiography of thorax, 1 to 3 data acquisition runs",DSA thorax 1 to 3 data acquisition runs,1/7/1998,,,,,,0
60015-00,6001500,1993,"Digital subtraction angiography of thorax, 4 to 6 data acquisition runs",DSA thorax 4 to 6 data acquisition runs,1/7/1998,,,,,,0
60018-00,6001800,1993,"Digital subtraction angiography of thorax, 7 to 9 data acquisition runs",DSA thorax 7 to 9 data acquisition runs,1/7/1998,,,,,,0
60021-00,6002100,1993,"Digital subtraction angiography of thorax, 10 or more data acquisition runs",DSA thorax >= 10 data acquisition runs,1/7/1998,,,,,,0
60024-00,6002400,1994,"Digital subtraction angiography of abdomen, 1 to 3 data acquisition runs",DSA abdomen 1 to 3 data acquisition runs,1/7/1998,,,,,,0
60027-00,6002700,1994,"Digital subtraction angiography of abdomen, 4 to 6 data acquisition runs",DSA abdomen 4 to 6 data acquisition runs,1/7/1998,,,,,,0
60030-00,6003000,1994,"Digital subtraction angiography of abdomen, 7 to 9 data acquisition runs",DSA abdomen 7 to 9 data acquisition runs,1/7/1998,,,,,,0
60033-00,6003300,1994,"Digital subtraction angiography of abdomen, 10 or more data acquisition runs",DSA abdomen >= 10 data acquisition runs,1/7/1998,,,,,,0
60036-00,6003600,1995,"Digital subtraction angiography of upper limb, 1 to 3 data acquisition runs, unilateral",DSA upper limb 1 to 3 DAR unilateral,1/7/1998,,,,,,0
60036-01,6003601,1995,"Digital subtraction angiography of upper limb, 1 to 3 data acquisition runs, bilateral",DSA upper limb 1 to 3 DAR bilateral,1/7/1998,,,,,,0
60039-00,6003900,1995,"Digital subtraction angiography of upper limb, 4 to 6 data acquisition runs, unilateral","DSA upper limb 4 to 6 DAR, unilateral",1/7/1998,,,,,,0
60039-01,6003901,1995,"Digital subtraction angiography of upper limb, 4 to 6 data acquisition runs, bilateral","DSA upper limb 4 to 6 DAR, bilateral",1/7/1998,,,,,,0
60042-00,6004200,1995,"Digital subtraction angiography of upper limb, 7 to 9 data acquisition runs, unilateral","DSA upper limb 7 to 9 DAR, unilateral",1/7/1998,,,,,,0
60042-01,6004201,1995,"Digital subtraction angiography of upper limb, 7 to 9 data acquisition runs, bilateral","DSA upper limb 7 to 9 DAR, bilateral",1/7/1998,,,,,,0
60045-00,6004500,1995,"Digital subtraction angiography of upper limb, 10 or more data acquisition runs, unilateral",DSA upper limb 10 or more DAR unilateral,1/7/1998,,,,,,0
60045-01,6004501,1995,"Digital subtraction angiography of upper limb, 10 or more data acquisition runs, bilateral",DSA upper limb 10 or more DAR bilateral,1/7/1998,,,,,,0
60048-00,6004800,1996,"Digital subtraction angiography of lower limb, 1 to 3 data acquisition runs, unilateral",DSA lower limb 1 to 3 DAR unilateral,1/7/1998,,,,,,0
60048-01,6004801,1996,"Digital subtraction angiography of lower limb, 1 to 3 data acquisition runs, bilateral",DSA lower limb 1 to 3 DAR bilateral,1/7/1998,,,,,,0
60051-00,6005100,1996,"Digital subtraction angiography of lower limb, 4 to 6 data acquisition runs, unilateral","DSA lower limb 4 to 6 DAR, unilateral",1/7/1998,,,,,,0
60051-01,6005101,1996,"Digital subtraction angiography of lower limb, 4 to 6 data acquisition runs, bilateral","DSA lower limb 4 to 6 DAR, bilateral",1/7/1998,,,,,,0
60054-00,6005400,1996,"Digital subtraction angiography of lower limb, 7 to 9 data acquisition runs, unilateral","DSA lower limb 7 to 9 DAR, unilateral",1/7/1998,,,,,,0
60054-01,6005401,1996,"Digital subtraction angiography of lower limb, 7 to 9 data acquisition runs, bilateral","DSA lower limb 7 to 9 DAR, bilateral",1/7/1998,,,,,,0
60057-00,6005700,1996,"Digital subtraction angiography of lower limb, 10 or more data acquisition runs, unilateral",DSA lower limb 10 or more DAR unilateral,1/7/1998,,,,,,0
60057-01,6005701,1996,"Digital subtraction angiography of lower limb, 10 or more data acquisition runs, bilateral",DSA lower limb 10 or more DAR bilateral,1/7/1998,,,,,,0
60060-00,6006000,1997,"Digital subtraction angiography of aorta and lower limb, 1 to 3 data acquisition runs, unilateral",DSA aorta & lower limb 1 to 3 DAR uni,1/7/1998,,,,,,0
60060-01,6006001,1997,"Digital subtraction angiography of aorta and lower limb, 1 to 3 data acquisition runs, bilateral",DSA aorta & lower limb 1 to 3 DAR bil,1/7/1998,,,,,,0
60063-00,6006300,1997,"Digital subtraction angiography of aorta and lower limb, 4 to 6 data acquisition runs, unilateral","DSA aorta & lower limb 4 to 6 DAR, uni",1/7/1998,,,,,,0
60063-01,6006301,1997,"Digital subtraction angiography of aorta and lower limb, 4 to 6 data acquisition runs, bilateral","DSA aorta & lower limb 4 to 6 DAR, bil",1/7/1998,,,,,,0
60066-00,6006600,1997,"Digital subtraction angiography of aorta and lower limb, 7 to 9 data acquisition runs, unilateral","DSA aorta & lower limb 7 to 9 DAR, uni",1/7/1998,,,,,,0
60066-01,6006601,1997,"Digital subtraction angiography of aorta and lower limb, 7 to 9 data acquisition runs, bilateral","DSA aorta & lower limb 7 to 9 DAR, bil",1/7/1998,,,,,,0
60069-00,6006900,1997,"Digital subtraction angiography of aorta and lower limb, 10 or more data acquisition runs, unilateral",DSA aorta & lower limb >= 10 DAR uni,1/7/1998,,,,,,0
60069-01,6006901,1997,"Digital subtraction angiography of aorta and lower limb, 10 or more data acquisition runs, bilateral",DSA aorta & lower limb >= 10 DAR bil,1/7/1998,,,,,,0
60072-00,6007200,1998,"Digital subtraction selective arteriography or venography, 1 vessel",DSS arteriography or venography 1 vessel,1/7/1998,,,,,,0
60075-00,6007500,1998,"Digital subtraction selective arteriography or venography, 2 vessels","DSS arteriography/venography 2 vessels",1/7/1998,,,,,,0
60078-00,6007800,1998,"Digital subtraction selective arteriography or venography, 3 vessels","DSS arteriography/venography 3 vessels",1/7/1998,,,,,,0
60100-00,6010000,1951,Tomography,Tomography,1/7/1998,,,,,,0
60500-00,6050000,1999,Fluoroscopy under general anaesthesia,Fluoroscopy under general anaesthesia,1/7/1998,1/7/2002,,,,,0
60503-00,6050300,1999,Fluoroscopy,Fluoroscopy,1/7/1998,,,,,,0
60506-00,6050600,1999,Fluoroscopy in conjunction with surgical procedure,Fluoroscopy conjunction w surg procedure,1/7/1998,1/7/2010,,,,,0
61302-00,6130200,2003,Stress myocardial perfusion study,Stress myocardial perfusion study,1/7/1998,,,,,,0
61302-01,6130201,2003,Rest myocardial perfusion study,Rest myocardial perfusion study,1/7/1998,,,,,,0
61303-00,6130300,2004,Stress myocardial perfusion study with single photon emission computerised tomography [SPECT],Stres myocardial perfn stud w SPECT,1/7/1998,,,,,,0
61303-01,6130301,2004,Rest myocardial perfusion study with single photon emission computerised tomography [SPECT],Rest myocardial perfn stud w SPECT,1/7/1998,,,,,,0
61306-00,6130600,2003,Combined stress and rest myocardial perfusion study,Stress & rest myocardial perfusion study,1/7/1998,,,,,,0
61307-00,6130700,2004,Combined stress and rest myocardial perfusion study with single photon emission computerised tomography [SPECT],Stres & rest myocrdl perfn stud w SPECT,1/7/1998,,,,,,0
61310-00,6131000,2005,Avid imaging study for myocardial infarct,Avid image study for myocardial infarct,1/7/1998,,,,,,0
61313-00,6131300,2002,Gated cardiac blood pool study,Gated cardiac blood pool study,1/7/1998,,,,,,0
61314-00,6131400,2002,Gated cardiac blood pool study with first pass blood flow study,GCBPS with first pass blood flow study,1/7/1998,,,,,,0
61314-01,6131401,2002,Gated cardiac blood pool study with cardiac shunt study,GCBPS with cardiac shunt study,1/7/1998,,,,,,0
61316-00,6131600,2002,Gated cardiac blood pool study with intervention,GCBPS with intervention,1/7/1998,,,,,,0
61317-00,6131700,2002,Gated cardiac blood pool study with intervention and first pass blood flow study,GCBPS w intervtn & 1st pas bl flow stud,1/7/1998,,,,,,0
61317-01,6131701,2002,Gated cardiac blood pool study with intervention and cardiac shunt study,GCBPS w intervtn & cardiac shunt study,1/7/1998,,,,,,0
61320-00,6132000,2005,Cardiac shunt study,Cardiac shunt study,1/7/1998,,,,,,0
61320-01,6132001,2005,Cardiac first pass blood flow study,Cardiac first pass blood flow study,1/7/1998,,,,,,0
61328-00,6132800,2006,Lung perfusion study,Lung perfusion study,1/7/1998,,,,,,0
61340-00,6134000,2006,Lung ventilation study,Lung ventilation study,1/7/1998,,,,,,0
61348-00,6134800,2006,Lung perfusion and ventilation study,Lung perfusion and ventilation study,1/7/1998,,,,,,0
61352-00,6135200,2014,Colloid liver and spleen study with planar imaging,Colloid liver & splen stud w planr image,1/7/1998,,,,,,0
61353-00,6135300,2014,Colloid liver and spleen study with single photon emission computerised tomography [SPECT],Colloid liver & spleen study with SPECT,1/7/1998,,,,,,0
61356-00,6135600,2014,Red blood cell liver study,Red blood cell liver study,1/7/1998,,,,,,0
61356-01,6135601,2014,Red blood cell spleen study,Red blood cell spleen study,1/7/1998,,,,,,0
61360-00,6136000,2014,Hepatobiliary study,Hepatobiliary study,1/7/1998,,,,,,0
61361-00,6136100,2014,Hepatobiliary study with formal quantification following baseline imaging,Hepatobiliary stud w quantfn foll image,1/7/1998,,,,,,0
61364-00,6136400,2007,Bowel haemorrhage study,Bowel haemorrhage study,1/7/1998,,,,,,0
61368-00,6136800,2007,Meckel's diverticulum study,Meckel's diverticulum study,1/7/1998,,,,,,0
61369-00,6136900,2014,Indium-labelled octreotide study,Indium-labelled octreotide study,1/7/2002,,,,,,0
61372-00,6137200,2001,Salivary study,Salivary study,1/7/1998,,,,,,0
61373-00,6137300,2007,Gastro-oesophageal reflux study,Gastro-oesophageal reflux study,1/7/1998,,,,,,0
61376-00,6137600,2007,Oesophageal clearance study,Oesophageal clearance study,1/7/1998,,,,,,0
61381-00,6138100,2007,Gastric emptying study,Gastric emptying study,1/7/1998,,,,,,0
61383-00,6138300,2007,Combined solid and liquid gastric emptying study,Cmb solid & liquid gastric emptying stud,1/7/1998,,,,,,0
61384-00,6138400,2007,Radionuclide colonic transit study,Radionuclide colonic transit study,1/7/1998,,,,,,0
61386-00,6138600,2008,Renal study,Renal study,1/7/1998,,,,,,0
61386-01,6138601,2008,Renal cortical study,Renal cortical study,1/7/1998,,,,,,0
61387-00,6138700,2008,Renal cortical study with single photon emission computerised tomography [SPECT],Renal cortical study with SPECT,1/7/1998,,,,,,0
61389-00,6138900,2008,Renal study with preprocedural administration of diuretic or angiotensin-converting enzyme [ACE] inhibitor,"Renal stud w preproc admin diuretic/ACE",1/7/1998,,,,,,0
61390-00,6139000,2008,Renal study followed by diuretic administration and second renal study,Renal stud diuretic admin second stud,1/7/1998,,,,,,0
61393-00,6139300,2008,Combined examination and renal study,Combined examination and renal study,1/7/1998,,,,,,0
61397-00,6139700,2014,Nuclear medicine cystoureterography,Nuclear medicine cystoureterography,1/7/1998,,,,,,0
61401-00,6140100,2014,Testicular study,Testicular study,1/7/1998,,1,,,,0
61402-00,6140200,2000,Cerebral perfusion study with single photon emission computerised tomography [SPECT],Cerebral perfusion study with SPECT,1/7/1998,,,,,,0
61405-00,6140500,2000,Brain study with blood brain barrier agent,Brain study w blood brain barrier agent,1/7/1998,,,,,,0
61409-00,6140900,2014,Cerebrospinal fluid transport study,Cerebrospinal fluid transport study,1/7/1998,,,,,,0
61413-00,6141300,2014,Cerebrospinal fluid shunt patency study,Cerebrospinal fluid shunt patency study,1/7/1998,,,,,,0
61417-00,6141700,2005,Dynamic blood flow study,Dynamic blood flow study,1/7/1998,,,,,,0
61417-01,6141701,2005,Regional blood volume quantitative study,Regional blood volume quantitative study,1/7/1998,,,,,,0
61421-00,6142100,2011,Whole body bone study,Whole body bone study,1/7/1998,,,,,,0
61425-00,6142500,2011,Whole body bone study with single photon emission computerised tomography [SPECT],Whole body bone study with SPECT,1/7/1998,,,,,,0
61426-00,6142600,2012,Whole body study using iodine,Whole body study using iodine,1/7/1998,,,,,,0
61429-00,6142900,2012,Whole body study using gallium,Whole body study using gallium,1/7/1998,,,,,,0
61430-00,6143000,2012,"Whole body study using gallium with single photon emission computerised tomography [SPECT], 1 body region",Whle body study usg gallium w SPECT,1/7/1998,,,,,,0
61433-00,6143300,2012,Whole body study using cells labelled with technetium,"Whole body stud, cells labd w technetium",1/7/1998,,,,,,0
61434-00,6143400,2012,Whole body study using cells labelled with technetium and single photon emission computerised tomography [SPECT],Bd stud usg cells labd w technetm SPECT,1/7/1998,,,,,,0
61437-00,6143700,2012,Whole body study using thallium,Whole body study using thallium,1/7/1998,,,,,,0
61438-00,6143800,2012,Whole body study using thallium with single photon emission computerised tomography [SPECT],Whole body study using thallium w SPECT,1/7/1998,,,,,,0
61441-00,6144100,2011,Whole body bone marrow study,Whole body bone marrow study,1/7/1998,,,,,,0
61442-00,6144200,2012,"Whole body study using gallium with single photon emission computerised tomography [SPECT], 2 or more body regions","Whle bd stud, gallium SPECT >= 2 bd rgn",1/7/1998,,,,,,0
61445-00,6144500,2009,Localised bone marrow study,Localised bone marrow study,1/7/2002,,,,,,0
61446-00,6144600,2009,Localised bone study,Localised bone study,1/7/1998,,,,,,0
61446-01,6144601,2010,Localised joint study,Localised joint study,1/7/1998,,,,,,0
61449-00,6144900,2009,Localised bone study with single photon emission computerised tomography [SPECT],Localised bone study with SPECT,1/7/1998,,,,,,0
61449-01,6144901,2010,Localised joint study with single photon emission computerised tomography [SPECT],Localised joint study with SPECT,1/7/1998,,,,,,0
61450-00,6145000,2013,Localised study using gallium,Localised study using gallium,1/7/1998,,,,,,0
61453-00,6145300,2013,Localised study using gallium with single photon emission computerised tomography [SPECT],Localised study using gallium with SPECT,1/7/1998,,,,,,0
61454-00,6145400,2013,Localised study using cells labelled with technetium,Localised stud usg cells labd w technetm,1/7/1998,,,,,,0
61457-00,6145700,2013,Localised study using cells labelled with technetium and single photon emission computerised tomography [SPECT],Local stud cells labd w technetm & SPECT,1/7/1998,,,,,,0
61458-00,6145800,2013,Localised study using thallium,Localised study using thallium,1/7/1998,,,,,,0
61461-00,6146100,2013,Localised study using thallium with single photon emission computerised tomography [SPECT],Localised stud using thallium with SPECT,1/7/1998,,,,,,0
