," Tumour mediated ventricular tachycardia: unifocal, ",to 1,11.05.68,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Tumour mediated ventricular tachycardia: multifocal, ",to 1,11.05.69,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Inflammation mediated ventricular tachycardia (myocarditis),",to 1,11.05.48,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Cardiomyopathy associated ventricular tachycardia,",to 655,11.05.49,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with electrolyte imbalance,",to 1935,11.05.59,427.1,277.9,I47.2,E88.9,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with congenital heart disease,",to 5,11.05.60,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with sarcoidosis,",to 1,11.05.67,427.1,135,I47.2,D86.0,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with trauma,",to 1,11.05.71,427.1, ,I47.2, ,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with mechanical irritation from device such as chest tube or vascular line,",to 1,11.05.80,427.1, ,I47.2, ,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with mechanical prosthetic valve stimulation,",to 1,11.05.72,427.1, ,I47.2, ,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Arrhythmogenic ventricular cardiomyopathy with right ventricular dominance,    ",to 972,07.01.10,425.4,,I42.8,,07.01.10," Arrhythmogenic ventricular cardiomyopathy with right ventricular dominance,    ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
846,Premature ventricular depolarisation(s) (complexes-contractions)   ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ," Premature ventricular depolarisation(s) (complexes-contractions),  ",to 1,11.05.21,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) from right ventricle (LBBB pattern),  ",to 1,11.05.24,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) from left ventricle (RBBB pattern),  ",to 1,11.05.25,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Monomorphic premature ventricular depolarisation(s) (complexes-contractions),   ",to 1,11.05.34,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Polymorphic premature ventricular depolarisation(s) (complexes-contractions),   ",to 1,11.05.26,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with bigeminy,  ",to 1,11.05.27,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with trigeminy,  ",to 1,11.05.28,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with couplets,  ",to 1,11.05.35,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with fixed coupling interval,  ",to 1,11.05.29,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with variable coupling interval, ",to 1,11.05.30,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with parasystole,  ",to 1,11.05.31,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with interpolation,  ",to 1,11.05.32,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
," Premature ventricular depolarisation(s) (complexes-contractions) with fusion (fusion beat),  ",to 1,11.05.33,427.6,,I49.3,,11.05.21," Premature ventricular depolarisation(s) (complexes-contractions),  ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
, ,, ,,,,,,,,,,,,,,,
850,Sinus node dysfunction and conduction disturbances,, ,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,,,,
, Conduction disturbances   ,to 852,not relevant,,,,,,,,,,,,,,,
, Sinus arrest-pause   ,to 851,not relevant,,,,,,,,,,,,,,,
," Sinoatrial block,    ",to 856,11.06.01,426.6,,I45.5,,11.06.01," Sinoatrial block,    ",,,,,,,,,
," Sinus node dysfunction (including sick sinus),  ",to 856,11.02.03,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus node dysfunction: atrial standstill,  ",to 1,11.02.19,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus node dysfunction (including sick sinus): idiopathic,  ",to 856,11.02.22,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Familial sinus node dysfunction,",to 1,11.02.14,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus node dysfunction (including sick sinus): acquired,  ",to 856,11.02.21,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sick sinus syndrome,",to 1,11.02.37,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sick sinus syndrome: idiopathic (primary),",to 1,11.02.38,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sick sinus syndrome: acquired,",to 1,11.02.39,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus bradycardia,    ",to 1,11.02.04,427.8,,I49.8,,11.02.04," Sinus bradycardia,    ",,,,,,,,,
," Vagal induced sinus bradycardia,    ",to 1,11.02.18,427.8,,I49.8,,11.02.04," Sinus bradycardia,    ",,,,,,,,,
," Vagal sinus bradycardia: bradycardia(s) of prematurity,    ",to 1,11.02.15,427.8,,P29.1,,11.02.15," Vagal sinus bradycardia: bradycardia(s) of prematurity,    ",,,,,,,,,
," Drug induced sinus bradycardia,",to 985,11.02.40,997.1,,I97.1,,11.02.04," Sinus bradycardia,    ",,,,,,,,,
," Sinus bradycardia due to metabolic derangement,    ",to 1,11.02.41,427.8,,I49.8,,11.02.04," Sinus bradycardia,    ",,,,,,,,,
," Hypervagotonic sinus node dysfunction,   ",to 1,11.02.02,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinoatrial exit block,    ",to 1,11.02.13,427.8,,I45.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Brady/tachy syndrome,    ",to 1,11.02.11,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Postprocedural sinoatrial dysfunction,   ",to 1,11.02.06,997.1,,I97.1,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Drug induced sinus node dysfunction,  ",to 985,11.02.16,995.2,,T88.7,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Failure of heart rate to respond to stress (chronotropic incompetence), ",to 1,11.02.20,427.8,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
, Causes and genetics of arrhythmias - qualifiers,to 856,not relevant,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
851,Sinus arrest-pause ,,,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Sinus arrest-pause,   ",to 1,11.02.05,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus arrest-pause without escape rhythm,   ",to 1,11.02.31,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus arrest-pause with atrial escape rhythm,   ",to 1,11.02.32,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus arrest-pause with junctional escape rhythm,  ",to 1,11.02.33,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus arrest-pause with ventricular escape rhythm,  ",to 1,11.02.34,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Sinus arrest,",to 1,11.02.36,426.6,,I49.5,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
,, ,,,,,,,,,,,,,,,,
852,Conduction disturbances ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Conduction disturbance,   ",to 856,11.06.00,426.9,,I45.9,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Atrioventricular conduction disorder,",to 856,11.06.59,426.8,,I45.8,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Atrioventricular block,",to 856,11.06.38,426.1,,I44.3,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Postprocedural atrioventricular block,",to 856,11.06.56,426.1,,I44.3,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," 1st degree atrioventricular block,    ",to 856,11.06.02,426.1,,I44.0,,11.06.02,"1st degree atrioventricular block,    ",,,,,,,,,
," 1st degree atrioventricular block: congenital,    ",to 856,11.06.46,426.1,,I44.0,,11.06.02,"1st degree atrioventricular block,    ",,,,,,,,,
," 1st degree atrioventricular block: acquired,    ",to 856,11.06.47,426.1,,I44.0,,11.06.02,"1st degree atrioventricular block,    ",,,,,,,,,
," 2nd degree atrioventricular block,   ",to 856,11.06.03,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," 2nd degree atrioventricular block: congenital,   ",to 856,11.06.52,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," 2nd degree atrioventricular block: acquired,   ",to 856,11.06.53,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz I 2nd degree atrioventricular block (Wenckebach),   ",to 856,11.06.04,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz I 2nd degree atrioventricular block (Wenckebach): congenital,   ",to 856,11.06.48,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz I 2nd degree atrioventricular block (Wenckebach): acquired,   ",to 856,11.06.49,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz II 2nd degree atrioventricular block,   ",to 856,11.06.05,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz II 2nd degree atrioventricular block: congenital,   ",to 856,11.06.50,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Mobitz II 2nd degree atrioventricular block: acquired,   ",to 856,11.06.51,426.1,,I44.1,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Advanced Mobitz II 2nd degree atrioventricular block,   ",to 856,11.06.06,426.1,,I44.2,,11.06.03," 2nd degree atrioventricular block,   ",,,,,,,,,
," Atrioventricular dissociation,   ",to 856,11.06.11,426.8,,I45.8,,11.06.07," Complete atrioventricular block (3rd degree),   ",,,,,,,,,
," Atrioventricular dissociation: isorhythmic (same atrial & ventricular rates with no conduction),   ",to 856,11.06.57,426.8,,I45.8,,11.06.07," Complete atrioventricular block (3rd degree),   ",,,,,,,,,
," Atrioventricular dissociation: interference (same atrial & ventricular rates with occasional conduction),   ",to 856,11.06.58,426.8,,I45.8,,11.06.07," Complete atrioventricular block (3rd degree),   ",,,,,,,,,
," Atrioventricular block due to endocarditis,",to 856,11.06.36,426.9,421,I45.9,I33.0,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Progressive sclerodegenerative cardiac conduction defect (Lenegre), ",to 856,11.06.55,426.9, ,I45.9, ,11.06.00," Conduction disturbance,   ",,,,,,,,,
, Bundle branch block    ,to 853,not relevant,,,,,,,,,,,,,,,
, Complete atrioventricular block      ,to 855,not relevant,,,,,,,,,,,,,,,
, Arrhythmia ablation procedure related atrioventricular block,to 925,not relevant,,,,,,,,,,,,,,,
, ,,,, ,,,,,,,,,,,,,
853,Bundle branch block,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Bundle branch block,   ",to 856,11.06.29,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Complete right bundle branch block,   ",to 856,11.06.23,426.4,,I45.1,,11.06.23," Complete right bundle branch block,   ",,,,,,,,,
," Familial isolated right bundle branch block,   ",to 1,11.06.31,426.4,,I45.1,,11.06.23," Complete right bundle branch block,   ",,,,,,,,,
," Partial (incomplete) right bundle branch block,   ",to 856,11.06.30,426.4,,I45.0,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Complete left bundle branch block,   ",to 856,11.06.24,426.3,,I44.7,,11.06.24," Complete left bundle branch block,   ",,,,,,,,,
," Left anterior fascicular hemiblock,   ",to 856,11.06.27,426.2,,I44.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Left posterior fascicular hemiblock,   ",to 856,11.06.28,426.2,,I44.5,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Partial (incomplete) left bundle branch block,   ",to 856,11.06.60,426.3,,I44.6,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Bundle branch block: indeterminate,   ",to 856,11.06.39,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Bundle branch block: bifascicular (left anterior + posterior),   ",to 856,11.06.45,426.5,,I45.3,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Bundle branch block: trifascicular,   ",to 856,11.06.40,426.5,,I45.3,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Bundle branch block: unifascicular,   ",to 856,11.06.54,426.5,,I45.3,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Intraventricular conduction delay,",to 856,11.06.41,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Intraventricular conduction delay: left,",to 856,11.06.42,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Intraventricular conduction delay: right,",to 856,11.06.43,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
," Intraventricular conduction delay: indeterminate,",to 856,11.06.44,426.5,,I45.4,,11.06.00," Conduction disturbance,   ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
855, Complete atrioventricular block      ,, ,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Complete atrioventricular block (3rd degree),   ",to 1,11.06.07,426.0,,I44.2,,11.06.07," Complete atrioventricular block (3rd degree),   ",,,,,,,,,
," Congenital complete heart block,",to 1,11.06.16,746.8,,Q24.6,,11.06.16," Congenital complete heart block,",,,,,,,,,
," Congenital idiopathic complete atrioventricular block,   ",to 1,11.06.08,746.8,,Q24.6,,11.06.16," Congenital complete heart block,",,,,,,,,,
," Congenital complete atrioventricular block & maternal connective tissue or autoimmune disease, ",to 1,11.06.13,746.8,,Q24.6,,11.06.16," Congenital complete heart block,",,,,,,,,,
," Congenital complete atrioventricular block with structural heart disease,  ",to 1,11.06.14,746.8,,Q24.6,,11.06.16," Congenital complete heart block,",,,,,,,,,
," Acquired complete atrioventricular block,    ",to 1,11.06.10,426.0,,I44.2,,11.06.10," Acquired complete atrioventricular block,    ",,,,,,,,,
," Acquired complete atrioventricular block due to myocarditis,    ",to 1,11.06.37,426.0,,I44.2,,11.06.10," Acquired complete atrioventricular block,    ",,,,,,,,,
," Preprocedural complete atrioventricular block,",to 1,11.06.35,426.0,,I44.2,,11.06.35," Preprocedural complete atrioventricular block,",,,,,,,,,
," Postprocedural complete atrioventricular block,",to 1,11.06.17,426.0,997.1,I44.2,Y83.8,11.06.17," Postprocedural complete atrioventricular block,",,,,,,,,,
," Postprocedural complete atrioventricular block - transient,  ",to 1,11.06.09,426.0,997.1,I44.2,Y83.8,11.06.17," Postprocedural complete atrioventricular block,",,,,,,,,,
," Postprocedural  complete atrioventricular block - sustained,  ",to 1,11.06.15,426.0,997.1,I44.2,Y83.8,11.06.17," Postprocedural complete atrioventricular block,",,,,,,,,,
," Procedure related complete atrioventricular block requiring temporary pacing,  ",to 1,11.06.32,426.0,997.1,I44.2,Y83.8,11.06.32," Procedure related complete atrioventricular block requiring temporary pacing,  ",,,,,,,,,
," Procedure related complete atrioventricular block requiring permanent pacemaker system,  ",to 1,11.06.33,426.0,997.1,I44.2,Y83.8,11.06.33," Procedure related complete atrioventricular block requiring permanent pacemaker system,  ",,,,,,,,,
, Arrhythmia ablation procedure related atrioventricular block,to 925,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
856 @,Causes and genetics of arrhythmias - qualifiers,,,, ,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
," - idiopathic,",to 886,Q1.96.04, ,, ,,not relevant,,,,,,,,,,
," - congenital,",to 886,Q1.90.60, ,, ,,not relevant,,,,,,,,,,
," - acquired,",to 886,Q1.90.62, ,, ,,not relevant,,,,,,,,,,
," - postprocedural,",to 886,Q1.90.64, ,, ,,not relevant,,,,,,,,,,
," - due to myocardial incision,",to 886,Q1.52.72,,,,,not relevant,,,,,,,,,,
," - status: post arrhythmia ablation procedure,",to 886,Q1.91.59,,,,,not relevant,,,,,,,,,,
," - status: post arrhythmia ablation procedure: transcatheter,",to 886,Q1.92.22,,,,,not relevant,,,,,,,,,,
," - status: post arrhythmia ablation procedure: transcatheter radiofrequency,",to 886,Q1.92.24,,,,,not relevant,,,,,,,,,,
," - status: post arrhythmia ablation procedure: open surgical,",to 886,Q1.92.23,,,,,not relevant,,,,,,,,,,
," - due to myocarditis,",to 886,Q1.00.81, ,, ,,not relevant,,,,,,,,,,
," - due to endovascular vegetation,",to 886,Q1.92.05, ,, ,,not relevant,,,,,,,,,,
," - drug induced,    ",to 985,Q1.00.37,,995.2, ,T88.7,not relevant,,,,,,,,,,
," - arrhythmia induced,",to 886,Q1.52.57,,,,,not relevant,,,,,,,,,,
," - due to electrolyte imbalance,",to 1935,Q1.52.58,,277.9, ,E88.9,not relevant,,,,,,,,,,
," - due to endocrine disturbance,",to 886,Q1.52.70,,,,,not relevant,,,,,,,,,,
," - associated with maternal autoimmune disease,",to 886,Q1.52.68,,,,,not relevant,,,,,,,,,,
," - associated with maternal systemic lupus erythematosus,",to 886,Q1.52.69,,,,,not relevant,,,,,,,,,,
," - due to hypothyroidism,",to 886,Q1.52.59,,244.9,,E03.9,not relevant,,,,,,,,,,
," - due to hypothermia,",to 886,Q1.52.61,,,,,not relevant,,,,,,,,,,
," - traumatic,",to 886,Q1.34.80,,,,,not relevant,,,,,,,,,,
," - mechanical,",to 886,Q5.65.07,,,,,not relevant,,,,,,,,,,
," - associated with late age of congenital heart disease repair,",to 886,Q1.52.62,,,,,not relevant,,,,,,,,,,
," - associated with haemodynamic abnormality,",to 886,Q1.52.63,,,,,not relevant,,,,,,,,,,
," - associated with haemodynamic abnormality: ventricular dysfunction,",to 886,Q1.52.64,,,,,not relevant,,,,,,,,,,
