"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium) repair: shelf excision,","12.60.20","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium + all pulmonary veins to proximal chamber) repair,","12.60.21","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium + all pulmonary veins to proximal chamber) repair: shelf excision,","12.60.22","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium + not all pulmonary veins to proximal chamber) repair,","12.60.23","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium + not all pulmonary veins to proximal chamber) repair: shelf excision,","12.60.24","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
"1022","Left atrial procedures","to 1000","Left atrial lesion excision,","12.01.33","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial myxoma excision,","12.01.71","12.32.10","Heart tumour resection,",,,,
"1022","Left atrial procedures","to 1000","Left atrial vegetation excision,","12.01.34","12.32.20","Removal of cardiac vegetations,",,,,
"1022","Left atrial procedures","to 1000","Left atrial thrombus removal,","12.01.35","12.32.22","Removal of cardiac thrombus,",,,,
"1022","Left atrial procedures","to 1000","Left atrial reduction atrioplasty,","12.01.72","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial wall excision,","12.01.36","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial appendage plication,","12.01.37","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial appendage orifice closure,","12.01.73","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial catheter open insertion,","12.01.38","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1630","Left atrium to left ventricle conduit construction,","12.36.19","12.36.00","Conduit construction procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial appendage excision,","12.01.40","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 880","Left atrial appendage ligation procedure for arrhythmia,","12.35.44","12.35.40","Arrhythmia surgical procedure,",,,,
"1022","Left atrial procedures","to 880","Left atrial appendage isolation procedure for arrhythmia,","12.38.55","12.35.40","Arrhythmia surgical procedure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Interatrial communication closure,","12.01.00","12.01.00","Interatrial communication closure,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Patent foramen ovale (PFO) closure,","12.01.58","12.01.53","Patent foramen ovale (PFO) direct closure,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Patent foramen ovale (PFO) direct closure,","12.01.53","12.01.53","Patent foramen ovale (PFO) direct closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Atrial septal defect (ASD) secundum closure,","12.01.01","12.01.01","Atrial septal defect (ASD) secundum closure,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Atrial septal defect (ASD) secundum closure with direct suture,","12.01.02","12.01.02","Atrial septal defect (ASD) secundum closure with direct suture,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Atrial septal defect (ASD) secundum closure with patch,","12.01.03","12.01.03","Atrial septal defect (ASD) secundum closure with patch,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Atrial septal defect (ASD) secundum closure with fenestrated patch,","12.01.14","12.01.03","Atrial septal defect (ASD) secundum closure with patch,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Interatrial communication ('ASD') surgical closure,","12.01.18","12.01.00","Interatrial communication closure,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Interatrial communication ('ASD') closure by direct suture,","12.01.16","12.01.00","Interatrial communication closure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Interatrial communication ('ASD') closure with patch,","12.01.17","12.01.00","Interatrial communication closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Interatrial communication closure: partial,","12.01.08","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Interatrial communication partial closure with direct suture,","12.01.09","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Interatrial communication partial closure with patch,","12.01.59","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Sinus venosus defect (ASD) closure,","12.01.10","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Sinus venosus ASD with overriding superior caval vein (SVC) closure,","12.01.11","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Sinus venosus defect (ASD) with overriding inferior caval vein (IVC) closure,","12.01.12","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Sinus venosus defect (ASD) closure with patch,","12.01.13","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1603","Sinus venosus defect (ASD) closure with direct suture,","12.01.99","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Sinus venosus defect (ASD) closure with superior caval vein (SVC) sewn to atrial appendage (Warden),","12.01.75","12.01.10","Sinus venosus defect (ASD) closure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Atrial septation procedure,","12.01.22","12.01.22","Atrial septation procedure,",,,,
"1023","Procedures to close an interatrial communication","to 1608","Closure of previously created interatrial communication,","12.01.15","12.01.01","Atrial septal defect (ASD) secundum closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Atrial fenestration closure,","12.30.41","12.30.41","Atrial fenestration closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Atrial fenestration closure: surgical,","12.30.42","12.30.41","Atrial fenestration closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Closure of adjustable interatrial communication,","12.30.23","12.01.00","Interatrial communication closure,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Reduction of interatrial fenestration,","12.29.95","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Reduction of interatrial patch fenestration,","12.29.96","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1000","Reduction of interatrial patch fenestration: surgical,","12.29.97","12.01.08","Interatrial communication closure: partial,",,,,
"1023","Procedures to close an interatrial communication","to 1015","Coronary sinus interatrial communication (ASD) closure procedures","not relevant",,,,,,
"1023","Procedures to close an interatrial communication","to 1234","Procedures to close or partially close (reduce) a fenestration for Fontan type procedures","not relevant",,,,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1420","Transluminal/ transcatheter procedures involving atrial septum","not relevant",,,,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1233","Fenestration procedures for Fontan type connections","not relevant",,,,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation-enlargement,","12.01.90","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation,","12.01.46","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation at site of oval fossa,","12.31.90","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation at site of oval fossa: surgical,","12.31.91","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation by re-establishment of oval foramen,","12.31.94","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication creation by re-establishment of oval foramen: surgical,","12.31.95","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication enlargement,","12.01.96","12.01.90","Interatrial communication creation-enlargement,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1000","Atrial septectomy: closed (Blalock Hanlon),","12.01.42","12.01.42","Atrial septectomy: closed (Blalock Hanlon),",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1000","Atrial septectomy,","12.01.43","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1000","Atrial septectomy via atrial purse string,","12.01.91","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1000","Atrial septectomy via separate atriotomy,","12.01.92","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication ('ASD') enlargement: surgical,","12.30.24","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication ('ASD') enlargement via atrial purse string,","12.01.93","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Interatrial communication ('ASD') enlargement via separate atriotomy,","12.01.94","12.01.43","Atrial septectomy,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Fenestration at atrial level,","12.01.85","12.30.20","Fenestration of atrial septum,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Fenestration at atrial level: surgical,","12.01.83","12.30.20","Fenestration of atrial septum,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Fenestration of atrial septum,","12.30.20","12.30.20","Fenestration of atrial septum,",,,,
"1024","Procedures to create-enlarge an interatrial communication","to 1690","Fenestration of interatrial patch,","12.30.25","12.30.20","Fenestration of atrial septum,",,,,
